"","ID","SEX","SumAbsent","DAYN","STAGE","Day_Length","PercentAbsent"
"645","85-3-10-850424",12,0,21,2,895,0
"646","85-3-10-850430",1,378,27,2,880,0.429545454545455
"647","85-3-10-850430",2,84,27,2,880,0.0954545454545455
"648","85-3-10-850430",12,0,27,2,880,0
"649","85-3-10-850506",1,388,0,3,903,0.429678848283499
"650","85-3-10-850506",2,80,0,3,903,0.08859357696567
"651","85-3-10-850506",12,4,0,3,903,0.0044296788482835
"652","85-3-10-850512",1,422,5,3,915,0.46120218579235
"653","85-3-10-850512",2,3,5,3,915,0.00327868852459016
"654","85-3-10-850512",12,0,5,3,915,0
"655","85-3-10-850518",1,756,11,3,925,0.817297297297297
"656","85-3-10-850518",2,178,11,3,925,0.192432432432432
"657","85-3-10-850518",12,187,11,3,925,0.202162162162162
"658","85-3-10-850524",1,870,17,3,955,0.910994764397906
"659","85-3-10-850524",2,313,17,3,955,0.327748691099476
"660","85-3-10-850524",12,331,17,3,955,0.346596858638743
"661","85-3-10-850530",1,719,23,3,945,0.760846560846561
"662","85-3-10-850530",2,579,23,3,945,0.612698412698413
"663","85-3-10-850530",12,376,23,3,945,0.397883597883598
"664","85-3-10-850605",1,645,29,3,965,0.66839378238342
"665","85-3-10-850605",2,636,29,3,965,0.659067357512953
"666","85-3-10-850605",12,527,29,3,965,0.546113989637306
"667","85-3-10-850611",1,702,35,3,951,0.738170347003155
"668","85-3-10-850611",2,471,35,3,951,0.495268138801262
"669","85-3-10-850611",12,349,35,3,951,0.366982124079916
"670","85-3-11-850326",1,229,-15,1,615,0.372357723577236
"671","85-3-11-850326",2,141,-15,1,615,0.229268292682927
"672","85-3-11-850326",12,68,-15,1,615,0.110569105691057
"673","85-3-11-850401",1,373,-9,1,780,0.478205128205128
"674","85-3-11-850401",2,92,-9,1,780,0.117948717948718
"675","85-3-11-850401",12,10,-9,1,780,0.0128205128205128
"676","85-3-11-850407",1,401,-3,1,820,0.489024390243902
"677","85-3-11-850407",2,12,-3,1,820,0.0146341463414634
"678","85-3-11-850407",12,13,-3,1,820,0.0158536585365854
"679","85-3-11-850413",1,342,3,2,830,0.412048192771084
"680","85-3-11-850413",2,142,3,2,830,0.171084337349398
"681","85-3-11-850413",12,0,3,2,830,0
"682","85-3-11-850419",1,242,9,2,860,0.281395348837209
"683","85-3-11-850419",2,19,9,2,860,0.022093023255814
"684","85-3-11-850419",12,0,9,2,860,0
"685","85-3-11-850425",1,331,15,2,901,0.367369589345172
"686","85-3-11-850425",2,62,15,2,901,0.0688124306326304
"687","85-3-11-850425",12,0,15,2,901,0
"688","85-3-11-850501",1,503,21,2,897,0.560758082497213
"689","85-3-11-850501",2,100,21,2,897,0.111482720178372
"690","85-3-11-850501",12,0,21,2,897,0
"691","85-3-11-850507",1,270,27,2,920,0.293478260869565
"692","85-3-11-850507",2,199,27,2,920,0.216304347826087
"693","85-3-11-850507",12,0,27,2,920,0
"694","85-3-11-850513",1,332,0,3,940,0.353191489361702
"695","85-3-11-850513",2,180,0,3,940,0.191489361702128
"696","85-3-11-850513",12,5,0,3,940,0.00531914893617021
"697","85-3-11-850519",1,564,5,3,916,0.615720524017467
"698","85-3-11-850519",2,18,5,3,916,0.0196506550218341
"699","85-3-11-850519",12,5,5,3,916,0.00545851528384279
"700","85-3-11-850525",1,647,11,3,962,0.672557172557173
"701","85-3-11-850525",2,21,11,3,962,0.0218295218295218
"702","85-3-11-850525",12,10,11,3,962,0.0103950103950104
"703","85-3-11-850531",1,850,17,3,948,0.89662447257384
"704","85-3-11-850531",2,596,17,3,948,0.628691983122363
"705","85-3-11-850531",12,534,17,3,948,0.563291139240506
"706","85-3-11-850606",1,852,23,3,949,0.897787144362487
"707","85-3-11-850606",2,335,23,3,949,0.353003161222339
"708","85-3-11-850606",12,296,23,3,949,0.31190727081138
"709","85-3-11-850612",1,667,29,3,990,0.673737373737374
"710","85-3-11-850612",2,256,29,3,990,0.258585858585859
"711","85-3-11-850612",12,144,29,3,990,0.145454545454545
"712","85-3-11-850618",1,663,35,3,945,0.701587301587302
"713","85-3-11-850618",2,229,35,3,945,0.242328042328042
"714","85-3-11-850618",12,140,35,3,945,0.148148148148148
"715","85-3-12-850403",1,499,-3,1,767,0.650586701434159
"716","85-3-12-850403",2,138,-3,1,767,0.179921773142112
"717","85-3-12-850403",12,113,-3,1,767,0.147327249022164
"718","85-3-12-850409",1,407,3,2,830,0.490361445783133
"719","85-3-12-850409",2,300,3,2,830,0.36144578313253
"720","85-3-12-850409",12,15,3,2,830,0.0180722891566265
"721","85-3-12-850415",1,561,9,2,825,0.68
"722","85-3-12-850415",2,183,9,2,825,0.221818181818182
"723","85-3-12-850415",12,0,9,2,825,0
"724","85-3-12-850421",1,330,15,2,845,0.390532544378698
"725","85-3-12-850421",2,344,15,2,845,0.407100591715976
"726","85-3-12-850421",12,0,15,2,845,0
"727","85-3-12-850427",1,98,21,2,895,0.109497206703911
"728","85-3-12-850427",2,434,21,2,895,0.484916201117318
"729","85-3-12-850427",12,0,21,2,895,0
"730","85-3-12-850503",1,448,27,2,880,0.509090909090909
"731","85-3-12-850503",2,369,27,2,880,0.419318181818182
"732","85-3-12-850503",12,47,27,2,880,0.0534090909090909
"733","85-3-12-850509",1,402,0,3,915,0.439344262295082
"734","85-3-12-850509",2,168,0,3,915,0.183606557377049
"735","85-3-12-850509",12,45,0,3,915,0.0491803278688525
"736","85-3-12-850515",1,757,5,3,905,0.83646408839779
"737","85-3-12-850515",2,200,5,3,905,0.220994475138122
"738","85-3-12-850515",12,206,5,3,905,0.227624309392265
"739","85-3-12-850521",1,641,11,3,945,0.678306878306878
"740","85-3-12-850521",2,676,11,3,945,0.715343915343915
"741","85-3-12-850521",12,508,11,3,945,0.537566137566138
"742","85-3-12-850527",1,854,17,3,933,0.915326902465166
"743","85-3-12-850527",2,485,17,3,933,0.519828510182208
"744","85-3-12-850527",12,464,17,3,933,0.497320471596999
"745","85-3-12-850602",1,853,23,3,950,0.897894736842105
"746","85-3-12-850602",2,721,23,3,950,0.758947368421053
"747","85-3-12-850602",12,689,23,3,950,0.725263157894737
"748","85-3-12-850608",1,578,29,3,980,0.589795918367347
"749","85-3-12-850608",2,706,29,3,980,0.720408163265306
"750","85-3-12-850608",12,474,29,3,980,0.483673469387755
"751","85-3-12-850614",1,623,35,3,980,0.635714285714286
"752","85-3-12-850614",2,732,35,3,980,0.746938775510204
"753","85-3-12-850614",12,491,35,3,980,0.501020408163265
"754","85-4-13-850415",1,430,9,2,751,0.572569906790945
"755","85-4-13-850415",2,171,9,2,751,0.227696404793609
"756","85-4-13-850415",12,80,9,2,751,0.106524633821571
"757","85-4-13-850421",1,214,15,2,583,0.367066895368782
"758","85-4-13-850421",2,240,15,2,583,0.411663807890223
"759","85-4-13-850421",12,0,15,2,583,0
"760","85-4-13-850427",1,351,21,2,852,0.411971830985915
"761","85-4-13-850427",2,177,21,2,852,0.207746478873239
"762","85-4-13-850427",12,2,21,2,852,0.00234741784037559
"763","85-4-13-850503",1,583,27,2,905,0.644198895027624
"764","85-4-13-850503",2,174,27,2,905,0.192265193370166
"765","85-4-13-850503",12,4,27,2,905,0.00441988950276243
"766","85-4-13-850509",1,398,33,2,925,0.43027027027027
"767","85-4-13-850509",2,304,33,2,925,0.328648648648649
"768","85-4-13-850509",12,1,33,2,925,0.00108108108108108
"769","85-4-13-850515",1,641,5,3,942,0.680467091295117
"770","85-4-13-850515",2,4,5,3,942,0.00424628450106157
"771","85-4-13-850515",12,2,5,3,942,0.00212314225053079
"772","85-4-13-850521",1,794,11,3,926,0.857451403887689
"773","85-4-13-850521",2,101,11,3,926,0.109071274298056
"774","85-4-13-850521",12,108,11,3,926,0.116630669546436
"775","85-4-13-850527",1,814,17,3,950,0.856842105263158
"776","85-4-13-850527",2,239,17,3,950,0.251578947368421
"777","85-4-13-850527",12,229,17,3,950,0.241052631578947
"778","85-4-13-850602",1,837,23,3,975,0.858461538461538
"779","85-4-13-850602",2,449,23,3,975,0.46051282051282
"780","85-4-13-850602",12,366,23,3,975,0.375384615384615
"781","85-4-13-850608",1,906,29,3,1016,0.891732283464567
"782","85-4-13-850608",2,772,29,3,1016,0.759842519685039
"783","85-4-13-850608",12,765,29,3,1016,0.752952755905512
"784","85-4-13-850614",1,776,35,3,1022,0.759295499021526
"785","85-4-13-850614",2,723,35,3,1022,0.707436399217221
"786","85-4-13-850614",12,533,35,3,1022,0.521526418786693
"787","85-4-14-850416",1,488,3,2,727,0.671251719394773
"788","85-4-14-850416",2,4,3,2,727,0.00550206327372765
"789","85-4-14-850416",12,5,3,2,727,0.00687757909215956
"790","85-4-14-850422",1,130,9,2,656,0.198170731707317
"791","85-4-14-850422",2,449,9,2,656,0.684451219512195
"792","85-4-14-850422",12,0,9,2,656,0
"793","85-4-14-850428",1,220,15,2,954,0.230607966457023
"794","85-4-14-850428",2,286,15,2,954,0.29979035639413
"795","85-4-14-850428",12,0,15,2,954,0
"796","85-4-14-850504",1,203,21,2,916,0.221615720524017
"797","85-4-14-850504",2,199,21,2,916,0.217248908296943
"798","85-4-14-850504",12,0,21,2,916,0
"799","85-4-14-850510",1,466,27,2,905,0.514917127071823
"800","85-4-14-850510",2,349,27,2,905,0.385635359116022
"801","85-4-14-850510",12,7,27,2,905,0.00773480662983425
"802","85-4-14-850516",1,455,33,2,946,0.480972515856237
"803","85-4-14-850516",2,17,33,2,946,0.0179704016913319
"804","85-4-14-850516",12,0,33,2,946,0
"805","85-4-14-850522",1,683,5,3,922,0.740780911062907
"806","85-4-14-850522",2,30,5,3,922,0.0325379609544469
"807","85-4-14-850522",12,0,5,3,922,0
"808","85-4-14-850528",1,746,11,3,920,0.810869565217391
"809","85-4-14-850528",2,413,11,3,920,0.448913043478261
"810","85-4-14-850528",12,341,11,3,920,0.370652173913044
"811","85-4-14-850603",1,663,17,3,978,0.677914110429448
"812","85-4-14-850603",2,347,17,3,978,0.35480572597137
"813","85-4-14-850603",12,333,17,3,978,0.340490797546012
"814","85-4-14-850609",1,641,23,3,905,0.70828729281768
"815","85-4-14-850609",2,665,23,3,905,0.734806629834254
"816","85-4-14-850609",12,441,23,3,905,0.487292817679558
"817","85-4-14-850615",1,815,29,3,995,0.819095477386935
"818","85-4-14-850615",2,402,29,3,995,0.404020100502513
"819","85-4-14-850615",12,345,29,3,995,0.346733668341709
"820","85-4-14-850621",1,686,35,3,978,0.701431492842536
"821","85-4-14-850621",2,62,35,3,978,0.0633946830265849
"822","85-4-14-850621",12,30,35,3,978,0.0306748466257669
"823","85-4-15-850507",1,173,15,2,935,0.185026737967914
"824","85-4-15-850507",2,49,15,2,935,0.0524064171122995
"825","85-4-15-850507",12,0,15,2,935,0
"826","85-4-15-850513",1,203,21,2,894,0.227069351230425
"827","85-4-15-850513",2,206,21,2,894,0.230425055928412
"828","85-4-15-850513",12,4,21,2,894,0.00447427293064877
"829","85-4-15-850519",1,339,27,2,799,0.424280350438048
"830","85-4-15-850519",2,194,27,2,799,0.242803504380476
"831","85-4-15-850519",12,0,27,2,799,0
"832","85-4-15-850525",1,430,33,2,932,0.46137339055794
"833","85-4-15-850525",2,110,33,2,932,0.118025751072961
"834","85-4-15-850525",12,2,33,2,932,0.00214592274678112
"835","85-4-15-850531",1,599,5,3,947,0.632523759239704
"836","85-4-15-850531",2,167,5,3,947,0.176346356916579
"837","85-4-15-850531",12,12,5,3,947,0.0126715945089757
"838","85-4-15-850606",1,943,11,3,982,0.960285132382892
"839","85-4-15-850606",2,305,11,3,982,0.310590631364562
"840","85-4-15-850606",12,292,11,3,982,0.297352342158859
"841","85-4-15-850612",1,861,17,3,987,0.872340425531915
"842","85-4-15-850612",2,322,17,3,987,0.326241134751773
"843","85-4-15-850612",12,325,17,3,987,0.329280648429585
"844","85-4-15-850618",1,822,23,3,994,0.826961770623742
"845","85-4-15-850618",2,476,23,3,994,0.47887323943662
"846","85-4-15-850618",12,326,23,3,994,0.327967806841046
"847","85-4-15-850624",1,781,29,3,1024,0.7626953125
"848","85-4-15-850624",2,525,29,3,1024,0.5126953125
"849","85-4-15-850624",12,381,29,3,1024,0.3720703125
"850","85-4-15-850630",1,451,35,3,991,0.455095862764884
"851","85-4-15-850630",2,585,35,3,991,0.590312815338042
"852","85-4-15-850630",12,170,35,3,991,0.171543895055499
"853","85-4-16-850418",1,176,3,2,801,0.219725343320849
"854","85-4-16-850418",2,307,3,2,801,0.383270911360799
"855","85-4-16-850418",12,0,3,2,801,0
"856","85-4-16-850424",1,563,9,2,822,0.684914841849148
"857","85-4-16-850424",2,0,9,2,822,0
"858","85-4-16-850424",12,0,9,2,822,0
"859","85-4-16-850430",1,328,15,2,910,0.36043956043956
"860","85-4-16-850430",2,100,15,2,910,0.10989010989011
"861","85-4-16-850430",12,0,15,2,910,0
"862","85-4-16-850506",1,6,21,2,919,0.00652883569096844
"863","85-4-16-850506",2,257,21,2,919,0.279651795429815
"864","85-4-16-850506",12,5,21,2,919,0.00544069640914037
"865","85-4-16-850512",1,644,27,2,925,0.696216216216216
"866","85-4-16-850512",2,222,27,2,925,0.24
"867","85-4-16-850512",12,0,27,2,925,0
"868","85-4-16-850518",1,358,33,2,929,0.385360602798708
"869","85-4-16-850518",2,122,33,2,929,0.131324004305705
"870","85-4-16-850518",12,0,33,2,929,0
"871","85-4-16-850524",1,761,5,3,908,0.838105726872247
"872","85-4-16-850524",2,0,5,3,908,0
"873","85-4-16-850524",12,0,5,3,908,0
"874","85-4-16-850530",1,936,11,3,970,0.964948453608247
"875","85-4-16-850530",2,267,11,3,970,0.275257731958763
"876","85-4-16-850530",12,275,11,3,970,0.283505154639175
"877","85-4-16-850605",1,820,17,3,970,0.845360824742268
"878","85-4-16-850605",2,264,17,3,970,0.272164948453608
"879","85-4-16-850605",12,181,17,3,970,0.18659793814433
"880","85-4-16-850611",1,862,23,3,999,0.862862862862863
"881","85-4-16-850611",2,518,23,3,999,0.518518518518518
"882","85-4-16-850611",12,499,23,3,999,0.4994994994995
"883","85-4-16-850617",1,839,29,3,999,0.83983983983984
"884","85-4-16-850617",2,320,29,3,999,0.32032032032032
"885","85-4-16-850617",12,284,29,3,999,0.284284284284284
"886","85-4-16-850623",1,838,35,3,1011,0.828882294757666
"887","85-4-16-850623",2,738,35,3,1011,0.729970326409496
"888","85-4-16-850623",12,583,35,3,1011,0.576656775469832
"889","86-1-1-860326",1,446,-51,1,782,0.570332480818414
"890","86-1-1-860326",2,283,-51,1,782,0.361892583120205
"891","86-1-1-860326",12,206,-51,1,782,0.263427109974425
"892","86-1-1-860401",1,684,-45,1,724,0.94475138121547
"893","86-1-1-860401",2,280,-45,1,724,0.386740331491713
"894","86-1-1-860401",12,283,-45,1,724,0.390883977900552
"895","86-1-1-860407",1,733,-39,1,814,0.900491400491401
"896","86-1-1-860407",2,215,-39,1,814,0.264127764127764
"897","86-1-1-860407",12,200,-39,1,814,0.245700245700246
"898","86-1-1-860414",1,664,-33,1,840,0.79047619047619
"899","86-1-1-860414",2,182,-33,1,840,0.216666666666667
"900","86-1-1-860414",12,182,-33,1,840,0.216666666666667
"901","86-1-1-860418",1,732,-27,1,876,0.835616438356164
"902","86-1-1-860418",2,270,-27,1,876,0.308219178082192
"903","86-1-1-860418",12,257,-27,1,876,0.29337899543379
"904","86-1-1-860425",1,492,-21,1,885,0.555932203389831
"905","86-1-1-860425",2,11,-21,1,885,0.0124293785310734
"906","86-1-1-860425",12,0,-21,1,885,0
"907","86-1-1-860501",1,237,-15,1,886,0.267494356659142
"908","86-1-1-860501",2,162,-15,1,886,0.182844243792325
"909","86-1-1-860501",12,28,-15,1,886,0.0316027088036117
"910","86-1-1-860507",1,387,-9,1,909,0.425742574257426
"911","86-1-1-860507",2,43,-9,1,909,0.0473047304730473
"912","86-1-1-860507",12,24,-9,1,909,0.0264026402640264
"913","86-1-1-860513",1,382,-3,1,927,0.412081984897519
"914","86-1-1-860513",2,311,-3,1,927,0.335490830636462
"915","86-1-1-860513",12,104,-3,1,927,0.112189859762675
"916","86-1-1-860519",1,293,3,2,943,0.310710498409332
"917","86-1-1-860519",2,61,3,2,943,0.0646871686108165
"918","86-1-1-860519",12,3,3,2,943,0.0031813361611877
"919","86-1-1-860527",1,483,9,2,964,0.50103734439834
"920","86-1-1-860527",2,150,9,2,964,0.155601659751037
"921","86-1-1-860527",12,0,9,2,964,0
"922","86-1-1-860602",1,270,15,2,961,0.280957336108221
"923","86-1-1-860602",2,85,15,2,961,0.0884495317377731
"924","86-1-1-860602",12,0,15,2,961,0
"925","86-1-1-860609",1,358,27,2,956,0.374476987447699
"926","86-1-1-860609",2,180,27,2,956,0.188284518828452
"927","86-1-1-860609",12,0,27,2,956,0
"928","86-1-1-860616",1,754,33,2,985,0.765482233502538
"929","86-1-1-860616",2,0,33,2,985,0
"930","86-1-1-860616",12,0,33,2,985,0
"931","86-1-1-860623",1,635,5,3,978,0.649284253578732
"932","86-1-1-860623",2,73,5,3,978,0.074642126789366
"933","86-1-1-860623",12,0,5,3,978,0
"934","86-1-1-860630",1,789,11,3,970,0.81340206185567
"935","86-1-1-860630",2,9,11,3,970,0.00927835051546392
"936","86-1-1-860630",12,10,11,3,970,0.0103092783505155
"937","86-1-1-860707",1,581,17,3,964,0.602697095435685
"938","86-1-1-860707",2,0,17,3,964,0
"939","86-1-1-860707",12,0,17,3,964,0
"940","86-1-2-860327",1,411,3,2,794,0.517632241813602
"941","86-1-2-860327",2,52,3,2,794,0.0654911838790932
"942","86-1-2-860327",12,0,3,2,794,0
"943","86-1-2-860402",1,588,9,2,815,0.721472392638037
"944","86-1-2-860402",2,166,9,2,815,0.203680981595092
"945","86-1-2-860402",12,24,9,2,815,0.0294478527607362
"946","86-1-2-860408",1,635,15,2,837,0.758661887694146
"947","86-1-2-860408",2,157,15,2,837,0.187574671445639
"948","86-1-2-860408",12,0,15,2,837,0
"949","86-1-2-860414",1,496,21,2,822,0.603406326034063
"950","86-1-2-860414",2,205,21,2,822,0.249391727493917
"951","86-1-2-860414",12,0,21,2,822,0
"952","86-1-2-860422",1,243,27,2,868,0.279953917050691
"953","86-1-2-860422",2,213,27,2,868,0.245391705069124
"954","86-1-2-860422",12,0,27,2,868,0
"955","86-1-2-860425",1,308,30,2,893,0.344904815229563
"956","86-1-2-860425",2,358,30,2,893,0.400895856662934
"957","86-1-2-860425",12,2,30,2,893,0.00223964165733483
"958","86-1-2-860428",1,694,33,2,876,0.792237442922374
"959","86-1-2-860428",2,118,33,2,876,0.134703196347032
"960","86-1-2-860428",12,0,33,2,876,0
"961","86-1-2-860502",1,538,0,3,908,0.592511013215859
"962","86-1-2-860502",2,0,0,3,908,0
"963","86-1-2-860502",12,0,0,3,908,0
"964","86-1-2-860508",1,396,5,3,910,0.435164835164835
"965","86-1-2-860508",2,157,5,3,910,0.172527472527473
"966","86-1-2-860508",12,51,5,3,910,0.056043956043956
"967","86-1-2-860514",1,737,11,3,940,0.784042553191489
"968","86-1-2-860514",2,11,11,3,940,0.0117021276595745
"969","86-1-2-860514",12,6,11,3,940,0.00638297872340425
"970","86-1-2-860520",1,834,23,3,927,0.899676375404531
"971","86-1-2-860520",2,549,23,3,927,0.592233009708738
"972","86-1-2-860520",12,501,23,3,927,0.540453074433657
"973","86-1-2-860527",1,891,29,3,955,0.932984293193717
"974","86-1-2-860527",2,582,29,3,955,0.609424083769634
"975","86-1-2-860527",12,545,29,3,955,0.570680628272251
"976","86-1-3-860328",1,679,-9,1,787,0.86277001270648
"977","86-1-3-860328",2,31,-9,1,787,0.0393900889453621
"978","86-1-3-860328",12,36,-9,1,787,0.0457433290978399
"979","86-1-3-860403",1,637,-3,1,831,0.766546329723225
"980","86-1-3-860403",2,0,-3,1,831,0
"981","86-1-3-860403",12,0,-3,1,831,0
"982","86-1-3-860407",1,825,1,2,843,0.97864768683274
"983","86-1-3-860407",2,0,1,2,843,0
"984","86-1-3-860407",12,0,1,2,843,0
"985","86-1-3-860409",1,475,3,2,835,0.568862275449102
"986","86-1-3-860409",2,21,3,2,835,0.0251497005988024
"987","86-1-3-860409",12,2,3,2,835,0.00239520958083832
"988","86-1-3-860415",1,782,9,2,856,0.913551401869159
"989","86-1-3-860415",2,14,9,2,856,0.0163551401869159
"990","86-1-3-860415",12,11,9,2,856,0.0128504672897196
"991","86-1-3-860418",1,635,12,2,864,0.734953703703704
"992","86-1-3-860418",2,96,12,2,864,0.111111111111111
"993","86-1-3-860418",12,11,12,2,864,0.0127314814814815
"994","86-1-3-860421",1,694,15,2,878,0.790432801822323
"995","86-1-3-860421",2,75,15,2,878,0.0854214123006834
"996","86-1-3-860421",12,0,15,2,878,0
"997","86-1-3-860428",1,263,24,2,891,0.295173961840628
"998","86-1-3-860428",2,514,24,2,891,0.576879910213244
"999","86-1-3-860428",12,0,24,2,891,0
"1000","86-1-3-860501",1,354,27,2,885,0.4
"1001","86-1-3-860501",2,438,27,2,885,0.494915254237288
"1002","86-1-3-860501",12,15,27,2,885,0.0169491525423729
"1003","86-1-3-860507",1,463,33,2,917,0.504907306434024
"1004","86-1-3-860507",2,263,33,2,917,0.28680479825518
"1005","86-1-3-860507",12,0,33,2,917,0
"1006","86-1-3-860513",1,625,5,3,928,0.673491379310345
"1007","86-1-3-860513",2,126,5,3,928,0.135775862068966
"1008","86-1-3-860513",12,11,5,3,928,0.0118534482758621
"1009","86-1-3-860519",1,879,11,3,952,0.923319327731092
"1010","86-1-3-860519",2,124,11,3,952,0.130252100840336
"1011","86-1-3-860519",12,129,11,3,952,0.135504201680672
"1012","86-1-3-860527",1,759,17,3,969,0.78328173374613
"1013","86-1-3-860527",2,276,17,3,969,0.284829721362229
"1014","86-1-3-860527",12,258,17,3,969,0.26625386996904
"1015","86-1-3-860602",1,860,23,3,981,0.876656472986748
"1016","86-1-3-860602",2,416,23,3,981,0.424057084607543
"1017","86-1-3-860602",12,406,23,3,981,0.413863404689093
"1018","86-2-4-860329",1,385,-27,1,811,0.474722564734895
"1019","86-2-4-860329",2,141,-27,1,811,0.173859432799014
"1020","86-2-4-860329",12,122,-27,1,811,0.150431565967941
"1021","86-2-4-860405",1,673,-21,1,843,0.798339264531435
"1022","86-2-4-860405",2,427,-21,1,843,0.506524317912218
"1023","86-2-4-860405",12,417,-21,1,843,0.494661921708185
"1024","86-2-4-860412",1,673,-15,1,865,0.778034682080925
"1025","86-2-4-860412",2,327,-15,1,865,0.378034682080925
"1026","86-2-4-860412",12,330,-15,1,865,0.38150289017341
"1027","86-2-4-860419",1,734,-9,1,889,0.825646794150731
"1028","86-2-4-860419",2,361,-9,1,889,0.40607424071991
"1029","86-2-4-860419",12,286,-9,1,889,0.321709786276715
"1030","86-2-4-860426",1,258,-3,1,892,0.289237668161435
"1031","86-2-4-860426",2,121,-3,1,892,0.135650224215247
"1032","86-2-4-860426",12,36,-3,1,892,0.0403587443946188
"1033","86-2-4-860503",1,184,3,2,914,0.201312910284464
"1034","86-2-4-860503",2,110,3,2,914,0.12035010940919
"1035","86-2-4-860503",12,0,3,2,914,0
"1036","86-2-4-860510",1,349,9,2,903,0.386489479512735
"1037","86-2-4-860510",2,68,9,2,903,0.0753045404208195
"1038","86-2-4-860510",12,0,9,2,903,0
"1039","86-2-4-860517",1,188,15,2,946,0.198731501057082
"1040","86-2-4-860517",2,37,15,2,946,0.0391120507399577
"1041","86-2-4-860517",12,0,15,2,946,0
"1042","86-2-4-860524",1,313,26,2,968,0.323347107438017
"1043","86-2-4-860524",2,166,26,2,968,0.171487603305785
"1044","86-2-4-860524",12,0,26,2,968,0
"1045","86-2-4-860525",1,246,27,2,965,0.254922279792746
"1046","86-2-4-860525",2,77,27,2,965,0.0797927461139896
"1047","86-2-4-860525",12,0,27,2,965,0
"1048","86-2-4-860531",1,515,32,2,974,0.528747433264887
"1049","86-2-4-860531",2,81,32,2,974,0.0831622176591376
"1050","86-2-4-860531",12,68,32,2,974,0.0698151950718686
"1051","86-2-4-860607",1,639,5,3,935,0.683422459893048
"1052","86-2-4-860607",2,137,5,3,935,0.146524064171123
"1053","86-2-4-860607",12,138,5,3,935,0.147593582887701
"1054","86-2-4-860614",1,953,11,3,983,0.969481180061038
"1055","86-2-4-860614",2,406,11,3,983,0.413021363173957
"1056","86-2-4-860614",12,414,11,3,983,0.421159715157681
"1057","86-2-4-860621",1,924,20,3,980,0.942857142857143
"1058","86-2-4-860621",2,547,20,3,980,0.558163265306122
"1059","86-2-4-860621",12,548,20,3,980,0.559183673469388
"1060","86-2-4-860628",1,979,27,3,985,0.993908629441624
"1061","86-2-4-860628",2,724,27,3,985,0.73502538071066
"1062","86-2-4-860628",12,735,27,3,985,0.746192893401015
"1063","86-2-5-860329",1,633,-9,1,802,0.78927680798005
"1064","86-2-5-860329",2,49,-9,1,802,0.0610972568578554
"1065","86-2-5-860329",12,48,-9,1,802,0.0598503740648379
"1066","86-2-5-860405",1,698,-3,1,794,0.879093198992443
"1067","86-2-5-860405",2,26,-3,1,794,0.0327455919395466
"1068","86-2-5-860405",12,23,-3,1,794,0.0289672544080605
"1069","86-2-5-860412",1,695,9,2,843,0.824436536180308
"1070","86-2-5-860412",2,0,9,2,843,0
"1071","86-2-5-860412",12,0,9,2,843,0
"1072","86-2-5-860419",1,759,15,2,875,0.867428571428571
"1073","86-2-5-860419",2,11,15,2,875,0.0125714285714286
"1074","86-2-5-860419",12,0,15,2,875,0
"1075","86-2-5-860426",1,229,21,2,896,0.255580357142857
"1076","86-2-5-860426",2,312,21,2,896,0.348214285714286
"1077","86-2-5-860426",12,0,21,2,896,0
"1078","86-2-5-860503",1,373,27,2,890,0.419101123595506
"1079","86-2-5-860503",2,70,27,2,890,0.0786516853932584
"1080","86-2-5-860503",12,0,27,2,890,0
"1081","86-2-5-860510",1,309,34,2,902,0.342572062084257
"1082","86-2-5-860510",2,40,34,2,902,0.0443458980044346
"1083","86-2-5-860510",12,0,34,2,902,0
"1084","86-2-5-860517",1,516,9,3,946,0.545454545454545
"1085","86-2-5-860517",2,166,9,3,946,0.175475687103594
"1086","86-2-5-860517",12,15,9,3,946,0.0158562367864693
"1087","86-2-5-860524",1,492,16,3,941,0.522848034006376
"1088","86-2-5-860524",2,546,16,3,941,0.580233793836344
"1089","86-2-5-860524",12,359,16,3,941,0.381509032943677
"1090","86-2-5-860525",1,808,17,3,947,0.853220696937698
"1091","86-2-5-860525",2,566,17,3,947,0.597676874340021
"1092","86-2-5-860525",12,491,17,3,947,0.518479408658923
"1093","86-2-5-860531",1,796,23,3,981,0.811416921508665
"1094","86-2-5-860531",2,555,23,3,981,0.565749235474006
"1095","86-2-5-860531",12,489,23,3,981,0.498470948012232
"1096","86-2-6-860329",1,772,-21,1,791,0.975979772439949
"1097","86-2-6-860329",2,519,-21,1,791,0.656131479140329
"1098","86-2-6-860329",12,517,-21,1,791,0.653603034134008
"1099","86-2-6-860405",1,771,-15,1,815,0.94601226993865
"1100","86-2-6-860405",2,14,-15,1,815,0.0171779141104294
"1101","86-2-6-860405",12,15,-15,1,815,0.0184049079754601
"1102","86-2-6-860412",1,668,-9,1,850,0.785882352941176
"1103","86-2-6-860412",2,74,-9,1,850,0.0870588235294118
"1104","86-2-6-860412",12,74,-9,1,850,0.0870588235294118
"1105","86-2-6-860419",1,844,-3,1,859,0.982537834691502
"1106","86-2-6-860419",2,274,-3,1,859,0.318975552968568
"1107","86-2-6-860419",12,277,-3,1,859,0.322467986030268
"1108","86-2-6-860426",1,252,3,2,872,0.288990825688073
"1109","86-2-6-860426",2,124,3,2,872,0.142201834862385
"1110","86-2-6-860426",12,0,3,2,872,0
"1111","86-2-7-860405",1,381,0,2,800,0.47625
"1112","86-2-7-860405",2,53,0,2,800,0.06625
"1113","86-2-7-860405",12,0,0,2,800,0
