"","ID","SEX","SumAbsent","DAYN","STAGE","Day_Length","PercentAbsent"
"1114","86-2-7-860412",1,425,-14,1,805,0.527950310559006
"1115","86-2-7-860412",2,0,-14,1,805,0
"1116","86-2-7-860412",12,0,-14,1,805,0
"1117","86-2-7-860419",1,638,-7,1,880,0.725
"1118","86-2-7-860419",2,0,-7,1,880,0
"1119","86-2-7-860419",12,0,-7,1,880,0
"1120","86-2-7-860426",1,389,0,2,895,0.43463687150838
"1121","86-2-7-860426",2,0,0,2,895,0
"1122","86-2-7-860426",12,0,0,2,895,0
"1123","86-2-7-860503",1,382,9,2,898,0.425389755011136
"1124","86-2-7-860503",2,28,9,2,898,0.0311804008908686
"1125","86-2-7-860503",12,0,9,2,898,0
"1126","86-2-8-860327",1,579,-21,1,802,0.721945137157107
"1127","86-2-8-860327",2,217,-21,1,802,0.270573566084788
"1128","86-2-8-860327",12,178,-21,1,802,0.221945137157107
"1129","86-2-8-860402",1,575,-15,1,800,0.71875
"1130","86-2-8-860402",2,81,-15,1,800,0.10125
"1131","86-2-8-860402",12,65,-15,1,800,0.08125
"1132","86-2-8-860408",1,692,-9,1,812,0.852216748768473
"1133","86-2-8-860408",2,253,-9,1,812,0.311576354679803
"1134","86-2-8-860408",12,186,-9,1,812,0.229064039408867
"1135","86-2-8-860414",1,613,-3,1,745,0.822818791946309
"1136","86-2-8-860414",2,0,-3,1,745,0
"1137","86-2-8-860414",12,0,-3,1,745,0
"1138","86-2-8-860421",1,439,3,2,861,0.509872241579559
"1139","86-2-8-860421",2,196,3,2,861,0.227642276422764
"1140","86-2-8-860421",12,0,3,2,861,0
"1141","86-2-8-860428",1,396,9,2,880,0.45
"1142","86-2-8-860428",2,206,9,2,880,0.234090909090909
"1143","86-2-8-860428",12,0,9,2,880,0
"1144","86-2-8-860502",1,279,15,2,880,0.317045454545455
"1145","86-2-8-860502",2,142,15,2,880,0.161363636363636
"1146","86-2-8-860502",12,0,15,2,880,0
"1147","86-2-8-860508",1,219,21,2,932,0.234978540772532
"1148","86-2-8-860508",2,140,21,2,932,0.150214592274678
"1149","86-2-8-860508",12,0,21,2,932,0
"1150","86-2-8-860514",1,327,27,2,917,0.35659760087241
"1151","86-2-8-860514",2,71,27,2,917,0.0774263904034896
"1152","86-2-8-860514",12,1,27,2,917,0.00109051254089422
"1153","86-2-8-860520",1,392,33,2,938,0.417910447761194
"1154","86-2-8-860520",2,27,33,2,938,0.0287846481876333
"1155","86-2-8-860520",12,0,33,2,938,0
"1156","86-2-8-860528",1,711,5,3,950,0.748421052631579
"1157","86-2-8-860528",2,61,5,3,950,0.0642105263157895
"1158","86-2-8-860528",12,0,5,3,950,0
"1159","86-2-8-860603",1,722,11,3,990,0.729292929292929
"1160","86-2-8-860603",2,106,11,3,990,0.107070707070707
"1161","86-2-8-860603",12,34,11,3,990,0.0343434343434343
"1162","86-2-8-860610",1,283,17,3,973,0.290853031860226
"1163","86-2-8-860610",2,563,17,3,973,0.578622816032888
"1164","86-2-8-860610",12,158,17,3,973,0.162384378211716
"1165","86-2-8-860616",1,758,23,3,980,0.773469387755102
"1166","86-2-8-860616",2,213,23,3,980,0.21734693877551
"1167","86-2-8-860616",12,185,23,3,980,0.188775510204082
"1168","86-2-8-860622",1,916,29,3,990,0.925252525252525
"1169","86-2-8-860622",2,510,29,3,990,0.515151515151515
"1170","86-2-8-860622",12,466,29,3,990,0.470707070707071
"1171","86-3-9-860328",1,498,-33,1,812,0.613300492610837
"1172","86-3-9-860328",2,185,-33,1,812,0.227832512315271
"1173","86-3-9-860328",12,149,-33,1,812,0.183497536945813
"1174","86-3-9-860403",1,711,-27,1,815,0.87239263803681
"1175","86-3-9-860403",2,302,-27,1,815,0.370552147239264
"1176","86-3-9-860403",12,283,-27,1,815,0.347239263803681
"1177","86-3-9-860409",1,614,-21,1,812,0.75615763546798
"1178","86-3-9-860409",2,134,-21,1,812,0.165024630541872
"1179","86-3-9-860409",12,102,-21,1,812,0.125615763546798
"1180","86-3-9-860415",1,547,-15,1,840,0.651190476190476
"1181","86-3-9-860415",2,229,-15,1,840,0.272619047619048
"1182","86-3-9-860415",12,217,-15,1,840,0.258333333333333
"1183","86-3-9-860422",1,646,-9,1,858,0.752913752913753
"1184","86-3-9-860422",2,156,-9,1,858,0.181818181818182
"1185","86-3-9-860422",12,157,-9,1,858,0.182983682983683
"1186","86-3-9-860427",1,518,-3,1,873,0.593356242840779
"1187","86-3-9-860427",2,0,-3,1,873,0
"1188","86-3-9-860427",12,0,-3,1,873,0
"1189","86-3-9-860504",1,854,0,2,909,0.939493949394939
"1190","86-3-9-860504",2,317,0,2,909,0.348734873487349
"1191","86-3-9-860504",12,322,0,2,909,0.354235423542354
"1192","86-3-9-860509",1,259,9,2,901,0.287458379578246
"1193","86-3-9-860509",2,49,9,2,901,0.0543840177580466
"1194","86-3-9-860509",12,19,9,2,901,0.0210876803551609
"1195","86-3-9-860515",1,190,15,2,914,0.207877461706783
"1196","86-3-9-860515",2,355,15,2,914,0.388402625820569
"1197","86-3-9-860515",12,0,15,2,914,0
"1198","86-3-9-860521",1,200,18,2,916,0.218340611353712
"1199","86-3-9-860521",2,184,18,2,916,0.200873362445415
"1200","86-3-9-860521",12,0,18,2,916,0
"1201","86-3-9-860526",1,220,21,2,958,0.22964509394572
"1202","86-3-9-860526",2,100,21,2,958,0.104384133611691
"1203","86-3-9-860526",12,0,21,2,958,0
"1204","86-3-9-860601",1,425,27,2,975,0.435897435897436
"1205","86-3-9-860601",2,67,27,2,975,0.0687179487179487
"1206","86-3-9-860601",12,0,27,2,975,0
"1207","86-3-9-860606",1,592,0,3,969,0.6109391124871
"1208","86-3-9-860606",2,139,0,3,969,0.143446852425181
"1209","86-3-9-860606",12,3,0,3,969,0.00309597523219814
"1210","86-3-9-860612",1,775,5,3,960,0.807291666666667
"1211","86-3-9-860612",2,90,5,3,960,0.09375
"1212","86-3-9-860612",12,80,5,3,960,0.0833333333333333
"1213","86-3-9-860618",1,819,11,3,984,0.832317073170732
"1214","86-3-9-860618",2,592,11,3,984,0.601626016260163
"1215","86-3-9-860618",12,564,11,3,984,0.573170731707317
"1216","86-3-9-860624",1,985,17,3,985,1
"1217","86-3-9-860624",2,867,17,3,985,0.880203045685279
"1218","86-3-9-860624",12,869,17,3,985,0.882233502538071
"1219","86-3-9-860629",1,988,23,3,988,1
"1220","86-3-9-860629",2,659,23,3,988,0.667004048582996
"1221","86-3-9-860629",12,661,23,3,988,0.669028340080972
"1222","86-3-10-860326",1,559,-9,1,705,0.79290780141844
"1223","86-3-10-860326",2,187,-9,1,705,0.265248226950355
"1224","86-3-10-860326",12,142,-9,1,705,0.201418439716312
"1225","86-3-10-860401",1,436,-3,1,781,0.558258642765685
"1226","86-3-10-860401",2,1,-3,1,781,0.00128040973111396
"1227","86-3-10-860401",12,0,-3,1,781,0
"1228","86-3-10-860407",1,766,3,2,837,0.915173237753883
"1229","86-3-10-860407",2,7,3,2,837,0.00836320191158901
"1230","86-3-10-860407",12,9,3,2,837,0.010752688172043
"1231","86-3-10-860413",1,309,9,2,848,0.36438679245283
"1232","86-3-10-860413",2,115,9,2,848,0.13561320754717
"1233","86-3-10-860413",12,55,9,2,848,0.0648584905660377
"1234","86-3-10-860418",1,490,15,2,858,0.571095571095571
"1235","86-3-10-860418",2,86,15,2,858,0.1002331002331
"1236","86-3-10-860418",12,6,15,2,858,0.00699300699300699
"1237","86-3-10-860425",1,262,21,2,875,0.299428571428571
"1238","86-3-10-860425",2,7,21,2,875,0.008
"1239","86-3-10-860425",12,0,21,2,875,0
"1240","86-3-10-860501",1,316,27,2,887,0.356257046223224
"1241","86-3-10-860501",2,182,27,2,887,0.205186020293123
"1242","86-3-10-860501",12,0,27,2,887,0
"1243","86-3-10-860507",1,194,34,2,914,0.212253829321663
"1244","86-3-10-860507",2,108,34,2,914,0.118161925601751
"1245","86-3-10-860507",12,0,34,2,914,0
"1246","86-3-10-860513",1,494,5,3,940,0.525531914893617
"1247","86-3-10-860513",2,2,5,3,940,0.00212765957446809
"1248","86-3-10-860513",12,0,5,3,940,0
"1249","86-3-10-860519",1,507,11,3,940,0.53936170212766
"1250","86-3-10-860519",2,48,11,3,940,0.051063829787234
"1251","86-3-10-860519",12,0,11,3,940,0
"1252","86-3-10-860526",1,462,17,3,959,0.481751824817518
"1253","86-3-10-860526",2,509,17,3,959,0.530761209593326
"1254","86-3-10-860526",12,101,17,3,959,0.105318039624609
"1255","86-3-10-860601",1,795,23,3,960,0.828125
"1256","86-3-10-860601",2,374,23,3,960,0.389583333333333
"1257","86-3-10-860601",12,355,23,3,960,0.369791666666667
"1258","86-3-12-860328",1,547,-21,1,796,0.687185929648241
"1259","86-3-12-860328",2,264,-21,1,796,0.331658291457286
"1260","86-3-12-860328",12,125,-21,1,796,0.157035175879397
"1261","86-3-12-860403",1,445,-15,1,795,0.559748427672956
"1262","86-3-12-860403",2,0,-15,1,795,0
"1263","86-3-12-860403",12,0,-15,1,795,0
"1264","86-3-12-860409",1,667,-9,1,858,0.777389277389277
"1265","86-3-12-860409",2,700,-9,1,858,0.815850815850816
"1266","86-3-12-860409",12,559,-9,1,858,0.651515151515151
"1267","86-3-12-860415",1,715,-3,1,861,0.830429732868757
"1268","86-3-12-860415",2,359,-3,1,861,0.416957026713124
"1269","86-3-12-860415",12,319,-3,1,861,0.370499419279907
"1270","86-3-12-860422",1,173,0,2,857,0.201866977829638
"1271","86-3-12-860422",2,39,0,2,857,0.0455075845974329
"1272","86-3-12-860422",12,0,0,2,857,0
"1273","86-3-12-860427",1,434,3,2,880,0.493181818181818
"1274","86-3-12-860427",2,64,3,2,880,0.0727272727272727
"1275","86-3-12-860427",12,1,3,2,880,0.00113636363636364
"1276","86-3-12-860504",1,287,9,2,878,0.326879271070615
"1277","86-3-12-860504",2,156,9,2,878,0.177676537585421
"1278","86-3-12-860504",12,0,9,2,878,0
"1279","86-3-12-860509",1,381,15,2,930,0.409677419354839
"1280","86-3-12-860509",2,182,15,2,930,0.195698924731183
"1281","86-3-12-860509",12,0,15,2,930,0
"1282","86-3-12-860515",1,384,21,2,931,0.412459720730397
"1283","86-3-12-860515",2,223,21,2,931,0.23952738990333
"1284","86-3-12-860515",12,2,21,2,931,0.00214822771213749
"1285","86-3-12-860521",1,228,27,2,948,0.240506329113924
"1286","86-3-12-860521",2,275,27,2,948,0.290084388185654
"1287","86-3-12-860521",12,0,27,2,948,0
"1288","86-3-12-860528",1,443,33,2,943,0.469777306468717
"1289","86-3-12-860528",2,128,33,2,943,0.135737009544008
"1290","86-3-12-860528",12,0,33,2,943,0
"1291","86-3-12-860603",1,732,5,3,964,0.759336099585062
"1292","86-3-12-860603",2,13,5,3,964,0.0134854771784232
"1293","86-3-12-860603",12,15,5,3,964,0.0155601659751037
"1294","86-1-13-860502",1,455,-9,1,887,0.512965050732807
"1295","86-1-13-860502",2,285,-9,1,887,0.32130777903044
"1296","86-1-13-860502",12,271,-9,1,887,0.305524239007892
"1297","86-1-13-860509",1,139,-3,1,913,0.152245345016429
"1298","86-1-13-860509",2,0,-3,1,913,0
"1299","86-1-13-860509",12,0,-3,1,913,0
"1300","86-1-13-860515",1,454,3,2,925,0.490810810810811
"1301","86-1-13-860515",2,0,3,2,925,0
"1302","86-1-13-860515",12,0,3,2,925,0
"1303","86-1-13-860521",1,318,9,2,975,0.326153846153846
"1304","86-1-13-860521",2,296,9,2,975,0.303589743589744
"1305","86-1-13-860521",12,0,9,2,975,0
"1306","86-1-13-860528",1,378,15,2,985,0.383756345177665
"1307","86-1-13-860528",2,179,15,2,985,0.181725888324873
"1308","86-1-13-860528",12,0,15,2,985,0
"1309","86-1-13-860603",1,213,21,2,966,0.220496894409938
"1310","86-1-13-860603",2,132,21,2,966,0.136645962732919
"1311","86-1-13-860603",12,0,21,2,966,0
"1312","86-1-13-860610",1,591,27,2,985,0.6
"1313","86-1-13-860610",2,87,27,2,985,0.0883248730964467
"1314","86-1-13-860610",12,0,27,2,985,0
"1315","87-1-1-870324",1,518,-3,1,770,0.672727272727273
"1316","87-1-1-870324",2,0,-3,1,770,0
"1317","87-1-1-870324",12,0,-3,1,770,0
"1318","87-1-1-870330",1,266,3,2,813,0.327183271832718
"1319","87-1-1-870330",2,0,3,2,813,0
"1320","87-1-1-870330",12,0,3,2,813,0
"1321","87-1-1-870405",1,311,9,2,831,0.37424789410349
"1322","87-1-1-870405",2,328,9,2,831,0.394705174488568
"1323","87-1-1-870405",12,0,9,2,831,0
"1324","87-1-1-870410",1,369,15,2,850,0.434117647058824
"1325","87-1-1-870410",2,296,15,2,850,0.348235294117647
"1326","87-1-1-870410",12,0,15,2,850,0
"1327","87-1-1-870416",1,283,21,2,861,0.328687572590012
"1328","87-1-1-870416",2,109,21,2,861,0.126596980255517
"1329","87-1-1-870416",12,0,21,2,861,0
"1330","87-1-1-870423",1,83,27,2,885,0.0937853107344633
"1331","87-1-1-870423",2,396,27,2,885,0.447457627118644
"1332","87-1-1-870423",12,0,27,2,885,0
"1333","87-1-1-870429",1,166,0,3,899,0.184649610678532
"1334","87-1-1-870429",2,0,0,3,899,0
"1335","87-1-1-870429",12,0,0,3,899,0
"1336","87-1-1-870505",1,588,5,3,891,0.65993265993266
"1337","87-1-1-870505",2,68,5,3,891,0.0763187429854097
"1338","87-1-1-870505",12,24,5,3,891,0.0269360269360269
"1339","87-1-1-870511",1,374,11,3,935,0.4
"1340","87-1-1-870511",2,216,11,3,935,0.231016042780749
"1341","87-1-1-870511",12,96,11,3,935,0.102673796791444
"1342","87-1-1-870517",1,328,17,3,939,0.349307774227902
"1343","87-1-1-870517",2,375,17,3,939,0.399361022364217
"1344","87-1-1-870517",12,150,17,3,939,0.159744408945687
"1345","87-1-1-870522",1,463,23,3,956,0.484309623430962
"1346","87-1-1-870522",2,302,23,3,956,0.315899581589958
"1347","87-1-1-870522",12,41,23,3,956,0.0428870292887029
"1348","87-1-1-870529",1,579,29,3,967,0.59875904860393
"1349","87-1-1-870529",2,502,29,3,967,0.519131334022751
"1350","87-1-1-870529",12,343,29,3,967,0.354705274043433
"1351","87-1-2-870326",1,183,3,2,801,0.228464419475655
"1352","87-1-2-870326",2,231,3,2,801,0.288389513108614
"1353","87-1-2-870326",12,0,3,2,801,0
"1354","87-1-2-870401",2,197,9,2,812,0.242610837438424
"1355","87-1-2-870401",12,0,9,2,812,0
"1356","87-1-2-870407",1,274,15,2,841,0.325802615933413
"1357","87-1-2-870407",2,141,15,2,841,0.167657550535077
"1358","87-1-2-870407",12,0,15,2,841,0
"1359","87-1-2-870413",1,327,21,2,856,0.382009345794392
"1360","87-1-2-870413",2,60,21,2,856,0.0700934579439252
"1361","87-1-2-870413",12,0,21,2,856,0
"1362","87-1-2-870420",1,356,27,2,875,0.406857142857143
"1363","87-1-2-870420",2,82,27,2,875,0.0937142857142857
"1364","87-1-2-870420",12,0,27,2,875,0
"1365","87-1-2-870426",1,205,0,3,891,0.230078563411897
"1366","87-1-2-870426",2,106,0,3,891,0.118967452300786
"1367","87-1-2-870426",12,0,0,3,891,0
"1368","87-1-2-870501",1,321,5,3,907,0.353914002205072
"1369","87-1-2-870501",2,0,5,3,907,0
"1370","87-1-2-870501",12,0,5,3,907,0
"1371","87-1-2-870507",1,450,11,3,929,0.484391819160388
"1372","87-1-2-870507",2,69,11,3,929,0.0742734122712594
"1373","87-1-2-870507",12,10,11,3,929,0.0107642626480086
"1374","87-1-2-870513",1,280,17,3,945,0.296296296296296
"1375","87-1-2-870513",2,96,17,3,945,0.101587301587302
"1376","87-1-2-870513",12,2,17,3,945,0.00211640211640212
"1377","87-1-2-870519",1,435,23,3,957,0.454545454545455
"1378","87-1-2-870519",2,87,23,3,957,0.0909090909090909
"1379","87-1-2-870519",12,72,23,3,957,0.0752351097178683
"1380","87-1-2-870526",1,670,29,3,960,0.697916666666667
"1381","87-1-2-870526",2,147,29,3,960,0.153125
"1382","87-1-2-870526",12,78,29,3,960,0.08125
"1383","87-1-2-870601",1,624,35,3,960,0.65
"1384","87-1-2-870601",2,505,35,3,960,0.526041666666667
"1385","87-1-2-870601",12,309,35,3,960,0.321875
"1386","87-1-3-870325",1,572,9,2,805,0.71055900621118
"1387","87-1-3-870325",2,0,9,2,805,0
"1388","87-1-3-870325",12,0,9,2,805,0
"1389","87-1-3-870331",1,341,15,2,820,0.415853658536585
"1390","87-1-3-870331",2,291,15,2,820,0.354878048780488
"1391","87-1-3-870331",12,0,15,2,820,0
"1392","87-1-3-870406",1,432,21,2,820,0.526829268292683
"1393","87-1-3-870406",2,165,21,2,820,0.201219512195122
"1394","87-1-3-870406",12,3,21,2,820,0.00365853658536585
"1395","87-1-3-870412",1,186,27,2,855,0.217543859649123
"1396","87-1-3-870412",2,280,27,2,855,0.327485380116959
"1397","87-1-3-870412",12,0,27,2,855,0
"1398","87-1-3-870419",1,114,33,2,875,0.130285714285714
"1399","87-1-3-870419",2,232,33,2,875,0.265142857142857
"1400","87-1-3-870419",12,0,33,2,875,0
"1401","87-1-3-870424",1,376,5,3,893,0.421052631578947
"1402","87-1-3-870424",2,61,5,3,893,0.0683090705487122
"1403","87-1-3-870424",12,0,5,3,893,0
"1404","87-1-3-870430",1,407,11,3,905,0.449723756906077
"1405","87-1-3-870430",2,83,11,3,905,0.0917127071823204
"1406","87-1-3-870430",12,60,11,3,905,0.0662983425414365
"1407","87-1-3-870506",1,378,17,3,923,0.409534127843987
"1408","87-1-3-870506",2,59,17,3,923,0.0639219934994583
"1409","87-1-3-870506",12,18,17,3,923,0.019501625135428
"1410","87-1-3-870512",1,401,23,3,935,0.428877005347594
"1411","87-1-3-870512",2,394,23,3,935,0.421390374331551
"1412","87-1-3-870512",12,186,23,3,935,0.198930481283422
"1413","87-1-3-870518",1,518,29,3,946,0.547568710359408
"1414","87-1-3-870518",2,565,29,3,946,0.597251585623679
"1415","87-1-3-870518",12,310,29,3,946,0.3276955602537
"1416","87-1-3-870525",1,290,35,3,960,0.302083333333333
"1417","87-1-3-870525",2,535,35,3,960,0.557291666666667
"1418","87-1-3-870525",12,99,35,3,960,0.103125
"1419","87-1-4-870324",1,500,-3,1,790,0.632911392405063
"1420","87-1-4-870324",2,0,-3,1,790,0
"1421","87-1-4-870324",12,0,-3,1,790,0
"1422","87-1-4-870330",1,89,3,2,788,0.112944162436548
"1423","87-1-4-870330",2,384,3,2,788,0.487309644670051
"1424","87-1-4-870330",12,0,3,2,788,0
"1425","87-1-4-870405",1,346,9,2,834,0.414868105515588
"1426","87-1-4-870405",2,131,9,2,834,0.157074340527578
"1427","87-1-4-870405",12,0,9,2,834,0
"1428","87-1-4-870410",1,438,15,2,844,0.518957345971564
"1429","87-1-4-870410",2,80,15,2,844,0.0947867298578199
"1430","87-1-4-870410",12,0,15,2,844,0
"1431","87-1-4-870416",1,486,21,2,868,0.559907834101382
"1432","87-1-4-870416",2,143,21,2,868,0.164746543778802
"1433","87-1-4-870416",12,0,21,2,868,0
"1434","87-1-4-870423",1,572,27,2,884,0.647058823529412
"1435","87-1-4-870423",2,0,27,2,884,0
"1436","87-1-4-870423",12,0,27,2,884,0
"1437","87-1-4-870429",1,583,33,2,887,0.657271702367531
"1438","87-1-4-870429",2,53,33,2,887,0.0597519729425028
"1439","87-1-4-870429",12,0,33,2,887,0
"1440","87-1-4-870505",1,596,5,3,913,0.652792990142388
"1441","87-1-4-870505",2,120,5,3,913,0.131434830230011
"1442","87-1-4-870505",12,0,5,3,913,0
"1443","87-1-4-870511",1,642,11,3,935,0.686631016042781
"1444","87-1-4-870511",2,97,11,3,935,0.103743315508021
"1445","87-1-4-870511",12,69,11,3,935,0.0737967914438503
"1446","87-1-4-870513",1,652,13,3,938,0.695095948827292
"1447","87-1-4-870513",2,44,13,3,938,0.046908315565032
"1448","87-1-4-870513",12,14,13,3,938,0.0149253731343284
"1449","87-1-4-870517",1,633,17,3,940,0.673404255319149
"1450","87-1-4-870517",2,171,17,3,940,0.181914893617021
"1451","87-1-4-870517",12,152,17,3,940,0.161702127659574
"1452","87-1-4-870519",1,429,19,3,948,0.45253164556962
"1453","87-1-4-870519",2,180,19,3,948,0.189873417721519
"1454","87-1-4-870519",12,83,19,3,948,0.0875527426160338
"1455","87-1-4-870522",1,769,23,3,960,0.801041666666667
"1456","87-1-4-870522",2,336,23,3,960,0.35
"1457","87-1-4-870522",12,237,23,3,960,0.246875
"1458","87-1-4-870525",1,662,25,3,965,0.6860103626943
"1459","87-1-4-870525",2,425,25,3,965,0.440414507772021
"1460","87-1-4-870525",12,356,25,3,965,0.368911917098446
"1461","87-1-4-870529",1,781,29,3,967,0.8076525336091
"1462","87-1-4-870529",2,313,29,3,967,0.323681489141675
"1463","87-1-4-870529",12,217,29,3,967,0.22440537745605
"1464","87-1-4-870604",1,524,35,3,975,0.537435897435897
"1465","87-1-4-870604",2,175,35,3,975,0.179487179487179
"1466","87-1-4-870604",12,51,35,3,975,0.0523076923076923
"1467","87-2-5-870328",1,520,-3,1,804,0.646766169154229
"1468","87-2-5-870328",2,153,-3,1,804,0.190298507462687
"1469","87-2-5-870328",12,77,-3,1,804,0.095771144278607
"1470","87-2-5-870404",1,270,3,2,830,0.325301204819277
"1471","87-2-5-870404",2,98,3,2,830,0.118072289156627
"1472","87-2-5-870404",12,0,3,2,830,0
"1473","87-2-5-870411",1,218,9,2,856,0.254672897196262
"1474","87-2-5-870411",2,0,9,2,856,0
"1475","87-2-5-870411",12,0,9,2,856,0
"1476","87-2-5-870419",1,117,15,2,885,0.132203389830508
"1477","87-2-5-870419",2,193,15,2,885,0.218079096045198
"1478","87-2-5-870419",12,0,15,2,885,0
"1479","87-2-5-870425",1,284,21,2,892,0.318385650224215
"1480","87-2-5-870425",2,90,21,2,892,0.100896860986547
"1481","87-2-5-870425",12,0,21,2,892,0
"1482","87-2-5-870503",1,107,27,2,917,0.116684841875682
"1483","87-2-5-870503",2,186,27,2,917,0.202835332606325
"1484","87-2-5-870503",12,0,27,2,917,0
"1485","87-2-5-870509",1,198,5,3,926,0.213822894168467
"1486","87-2-5-870509",2,129,5,3,926,0.139308855291577
"1487","87-2-5-870509",12,0,5,3,926,0
"1488","87-2-5-870516",1,538,11,3,945,0.569312169312169
"1489","87-2-5-870516",2,16,11,3,945,0.0169312169312169
"1490","87-2-5-870516",12,0,11,3,945,0
"1491","87-2-5-870523",1,351,17,3,950,0.369473684210526
"1492","87-2-5-870523",2,11,17,3,950,0.0115789473684211
"1493","87-2-5-870523",12,0,17,3,950,0
"1494","87-2-5-870524",1,255,18,3,961,0.265348595213319
"1495","87-2-5-870524",2,50,18,3,961,0.0520291363163371
"1496","87-2-5-870524",12,23,18,3,961,0.0239334027055151
"1497","87-2-5-870530",1,476,23,3,964,0.493775933609959
"1498","87-2-5-870530",2,447,23,3,964,0.463692946058091
"1499","87-2-5-870530",12,337,23,3,964,0.349585062240664
"1500","87-2-5-870606",1,751,29,3,983,0.763987792472024
"1501","87-2-5-870606",2,50,29,3,983,0.0508646998982706
"1502","87-2-5-870606",12,45,29,3,983,0.0457782299084435
"1503","87-2-6-870328",1,610,9,2,805,0.757763975155279
"1504","87-2-6-870328",2,0,9,2,805,0
"1505","87-2-6-870328",12,0,9,2,805,0
"1506","87-2-6-870404",1,219,15,2,829,0.264173703256936
"1507","87-2-6-870404",2,182,15,2,829,0.219541616405308
"1508","87-2-6-870404",12,0,15,2,829,0
"1509","87-2-6-870411",1,207,21,2,853,0.242672919109027
"1510","87-2-6-870411",2,140,21,2,853,0.164126611957796
"1511","87-2-6-870411",12,0,21,2,853,0
"1512","87-2-6-870418",1,227,27,2,859,0.264260768335274
"1513","87-2-6-870418",2,76,27,2,859,0.0884749708963912
"1514","87-2-6-870418",12,0,27,2,859,0
"1515","87-2-6-870425",1,222,5,3,890,0.249438202247191
"1516","87-2-6-870425",2,165,5,3,890,0.185393258426966
"1517","87-2-6-870425",12,0,5,3,890,0
"1518","87-2-6-870502",1,411,11,3,911,0.451152579582876
"1519","87-2-6-870502",2,127,11,3,911,0.13940724478595
"1520","87-2-6-870502",12,48,11,3,911,0.0526893523600439
"1521","87-2-6-870509",1,342,17,3,913,0.374589266155531
"1522","87-2-6-870509",2,72,17,3,913,0.0788608981380066
"1523","87-2-6-870509",12,47,17,3,913,0.0514786418400876
"1524","87-2-6-870516",1,425,23,3,940,0.452127659574468
"1525","87-2-6-870516",2,194,23,3,940,0.206382978723404
"1526","87-2-6-870516",12,132,23,3,940,0.140425531914894
"1527","87-2-6-870523",1,428,35,3,948,0.451476793248945
"1528","87-2-6-870523",2,514,35,3,948,0.542194092827004
"1529","87-2-6-870523",12,276,35,3,948,0.291139240506329
"1530","87-2-7-870328",1,265,-3,1,801,0.33083645443196
"1531","87-2-7-870328",2,0,-3,1,801,0
"1532","87-2-7-870328",12,0,-3,1,801,0
"1533","87-2-7-870404",1,254,9,2,829,0.306393244873341
"1534","87-2-7-870404",2,67,9,2,829,0.0808202653799759
"1535","87-2-7-870404",12,0,9,2,829,0
"1536","87-2-7-870411",1,251,15,2,841,0.298454221165279
"1537","87-2-7-870411",2,5,15,2,841,0.00594530321046373
"1538","87-2-7-870411",12,0,15,2,841,0
"1539","87-2-7-870418",1,162,21,2,870,0.186206896551724
"1540","87-2-7-870418",2,3,21,2,870,0.00344827586206897
"1541","87-2-7-870418",12,0,21,2,870,0
"1542","87-2-7-870425",1,245,27,2,885,0.27683615819209
"1543","87-2-7-870425",2,199,27,2,885,0.224858757062147
"1544","87-2-7-870425",12,0,27,2,885,0
"1545","87-2-7-870502",1,84,33,2,911,0.0922063666300768
"1546","87-2-7-870502",2,91,33,2,911,0.0998902305159166
"1547","87-2-7-870502",12,0,33,2,911,0
"1548","87-2-7-870509",1,477,11,3,931,0.512352309344791
"1549","87-2-7-870509",2,94,11,3,931,0.100966702470462
"1550","87-2-7-870509",12,0,11,3,931,0
"1551","87-2-7-870516",1,269,17,3,943,0.28525980911983
"1552","87-2-7-870516",2,141,17,3,943,0.149522799575822
"1553","87-2-7-870516",12,0,17,3,943,0
"1554","87-2-7-870523",1,207,23,3,949,0.218124341412013
"1555","87-2-7-870523",2,301,23,3,949,0.317175974710221
"1556","87-2-7-870523",12,68,23,3,949,0.071654373024236
"1557","87-2-7-870524",1,465,24,3,960,0.484375
"1558","87-2-7-870524",2,127,24,3,960,0.132291666666667
"1559","87-2-7-870524",12,55,24,3,960,0.0572916666666667
"1560","87-2-7-870530",1,168,29,3,957,0.175548589341693
"1561","87-2-7-870530",2,192,29,3,957,0.200626959247649
"1562","87-2-7-870530",12,2,29,3,957,0.00208986415882968
"1563","87-2-7-870606",1,628,35,3,983,0.638860630722279
"1564","87-2-7-870606",2,236,35,3,983,0.240081383519837
"1565","87-2-7-870606",12,231,35,3,983,0.23499491353001
"1566","87-2-8-870328",1,189,-9,1,805,0.234782608695652
"1567","87-2-8-870328",2,0,-9,1,805,0
"1568","87-2-8-870328",12,0,-9,1,805,0
"1569","87-2-8-870404",1,208,-3,2,823,0.25273390036452
"1570","87-2-8-870404",2,0,-3,2,823,0
"1571","87-2-8-870404",12,0,-3,2,823,0
"1572","87-2-8-870411",1,128,3,2,847,0.15112160566706
"1573","87-2-8-870411",2,56,3,2,847,0.0661157024793388
"1574","87-2-8-870411",12,0,3,2,847,0
"1575","87-2-8-870418",1,162,9,2,872,0.185779816513761
"1576","87-2-8-870418",2,49,9,2,872,0.0561926605504587
"1577","87-2-8-870418",12,0,9,2,872,0
"1578","87-2-8-870425",1,363,15,2,886,0.409706546275395
"1579","87-2-8-870425",2,14,15,2,886,0.0158013544018059
"1580","87-2-8-870425",12,0,15,2,886,0
"1581","87-2-9-870328",1,340,-3,1,804,0.422885572139304
