"","ID","SEX","SumAbsent","DAYN","STAGE","SUNT","PercentAbsent"
"1561","87-3-15-870426",2,117,5,3,645,0.181395348837209
"1562","87-3-15-870426",12,0,5,3,645,0
"1563","87-3-15-870501",1,272,11,3,638,0.426332288401254
"1564","87-3-15-870501",2,250,11,3,638,0.391849529780564
"1565","87-3-15-870501",12,6,11,3,638,0.00940438871473354
"1566","87-3-15-870507",1,334,17,3,630,0.53015873015873
"1567","87-3-15-870507",2,231,17,3,630,0.366666666666667
"1568","87-3-15-870507",12,36,17,3,630,0.0571428571428571
"1569","87-3-15-870513",1,152,23,3,622,0.244372990353698
"1570","87-3-15-870513",2,365,23,3,622,0.586816720257235
"1571","87-3-15-870513",12,18,23,3,622,0.0289389067524116
"1572","87-3-15-870519",1,561,29,3,616,0.910714285714286
"1573","87-3-15-870519",2,263,29,3,616,0.426948051948052
"1574","87-3-15-870519",12,128,29,3,616,0.207792207792208
"1575","87-3-15-870526",1,593,35,3,610,0.972131147540984
"1576","87-3-15-870526",2,348,35,3,610,0.570491803278689
"1577","87-3-15-870526",12,11,35,3,610,0.0180327868852459
"1578","87-3-14-870325",1,389,-9,1,640,0.6078125
"1579","87-3-14-870325",12,0,-9,1,640,0
"1580","87-3-14-870331",1,195,-3,1,629,0.310015898251192
"1581","87-3-14-870331",2,166,-3,1,629,0.263910969793323
"1582","87-3-14-870331",12,102,-3,1,629,0.162162162162162
"1583","87-3-14-870406",1,202,3,2,718,0.28133704735376
"1584","87-3-14-870406",2,54,3,2,718,0.0752089136490251
"1585","87-3-14-870406",12,0,3,2,718,0
"1586","87-3-14-870412",1,381,9,2,708,0.538135593220339
"1587","87-3-14-870412",2,82,9,2,708,0.115819209039548
"1588","87-3-14-870412",12,0,9,2,708,0
"1589","87-3-14-870421",1,264,15,2,653,0.404287901990812
"1590","87-3-14-870421",2,199,15,2,653,0.304747320061256
"1591","87-3-14-870421",12,0,15,2,653,0
"1592","87-3-14-870424",1,160,21,2,648,0.246913580246914
"1593","87-3-14-870424",2,5,21,2,648,0.00771604938271605
"1594","87-3-14-870424",12,0,21,2,648,0
"1595","87-3-14-870430",1,210,27,2,639,0.328638497652582
"1596","87-3-14-870430",2,185,27,2,639,0.289514866979656
"1597","87-3-14-870430",12,0,27,2,639,0
"1598","87-3-14-870506",1,170,33,2,631,0.269413629160063
"1599","87-3-14-870506",2,117,33,2,631,0.185419968304279
"1600","87-3-14-870506",12,0,33,2,631,0
"1601","87-3-14-870512",1,220,5,3,624,0.352564102564103
"1602","87-3-14-870512",12,0,5,3,624,0
"1603","87-3-14-870520",1,435,11,3,615,0.707317073170732
"1604","87-3-14-870520",2,144,11,3,615,0.234146341463415
"1605","87-3-14-870520",12,80,11,3,615,0.130081300813008
"1606","87-3-14-870525",1,382,17,3,611,0.625204582651391
"1607","87-3-14-870525",2,252,17,3,611,0.412438625204583
"1608","87-3-14-870525",12,83,17,3,611,0.135842880523732
"1609","87-3-14-870531",1,406,23,3,607,0.668863261943987
"1610","87-3-14-870531",2,318,23,3,607,0.523887973640857
"1611","87-3-14-870531",12,84,23,3,607,0.13838550247117
"1612","87-3-14-870605",1,351,29,3,605,0.580165289256198
"1613","87-3-14-870605",2,488,29,3,605,0.806611570247934
"1614","87-3-14-870605",12,84,29,3,605,0.138842975206612
"1615","87-3-14-870612",1,249,35,3,603,0.412935323383085
"1616","87-3-14-870612",2,208,35,3,603,0.344941956882255
"1617","87-3-14-870612",12,50,35,3,603,0.0829187396351575
"1618","87-1-3-870325",1,572,9,2,640,0.89375
"1619","87-1-3-870325",12,0,9,2,640,0
"1620","87-1-3-870331",1,341,15,2,629,0.542130365659777
"1621","87-1-3-870331",2,291,15,2,629,0.462639109697933
"1622","87-1-3-870331",12,0,15,2,629,0
"1623","87-1-3-870406",1,432,21,2,718,0.601671309192201
"1624","87-1-3-870406",2,165,21,2,718,0.229805013927577
"1625","87-1-3-870406",12,3,21,2,718,0.00417827298050139
"1626","87-1-3-870412",1,186,27,2,708,0.26271186440678
"1627","87-1-3-870412",2,280,27,2,708,0.395480225988701
"1628","87-1-3-870412",12,0,27,2,708,0
"1629","87-1-3-870419",1,114,33,2,656,0.173780487804878
"1630","87-1-3-870419",2,232,33,2,656,0.353658536585366
"1631","87-1-3-870419",12,0,33,2,656,0
"1632","87-1-3-870424",1,376,5,3,648,0.580246913580247
"1633","87-1-3-870424",2,61,5,3,648,0.0941358024691358
"1634","87-1-3-870424",12,0,5,3,648,0
"1635","87-1-3-870430",1,407,11,3,639,0.636932707355243
"1636","87-1-3-870430",2,83,11,3,639,0.129890453834116
"1637","87-1-3-870430",12,0,11,3,639,0
"1638","87-1-3-870506",1,378,17,3,631,0.59904912836767
"1639","87-1-3-870506",2,59,17,3,631,0.0935023771790808
"1640","87-1-3-870506",12,18,17,3,631,0.0285261489698891
"1641","87-1-3-870512",1,401,23,3,624,0.642628205128205
"1642","87-1-3-870512",2,394,23,3,624,0.631410256410256
"1643","87-1-3-870512",12,131,23,3,624,0.209935897435897
"1644","87-1-3-870518",1,518,29,3,617,0.839546191247974
"1645","87-1-3-870518",2,565,29,3,617,0.915721231766613
"1646","87-1-3-870518",12,249,29,3,617,0.403565640194489
"1647","87-1-3-870525",1,290,35,3,611,0.474631751227496
"1648","87-1-3-870525",2,535,35,3,611,0.875613747954173
"1649","87-1-3-870525",12,99,35,3,611,0.1620294599018
"1650","87-1-2-870326",1,183,3,2,638,0.286833855799373
"1651","87-1-2-870326",2,231,3,2,638,0.362068965517241
"1652","87-1-2-870326",12,0,3,2,638,0
"1653","87-1-2-870401",2,197,9,2,627,0.314194577352472
"1654","87-1-2-870401",12,0,9,2,627,0
"1655","87-1-2-870407",1,274,15,2,716,0.38268156424581
"1656","87-1-2-870407",2,141,15,2,716,0.196927374301676
"1657","87-1-2-870407",12,0,15,2,716,0
"1658","87-1-2-870413",1,327,21,2,706,0.463172804532578
"1659","87-1-2-870413",2,60,21,2,706,0.084985835694051
"1660","87-1-2-870413",12,0,21,2,706,0
"1661","87-1-2-870420",1,356,27,2,655,0.543511450381679
"1662","87-1-2-870420",2,82,27,2,655,0.125190839694656
"1663","87-1-2-870420",12,0,27,2,655,0
"1664","87-1-2-870426",1,205,0,3,645,0.317829457364341
"1665","87-1-2-870426",2,106,0,3,645,0.164341085271318
"1666","87-1-2-870426",12,0,0,3,645,0
"1667","87-1-2-870501",1,321,5,3,638,0.503134796238245
"1668","87-1-2-870501",12,0,5,3,638,0
"1669","87-1-2-870507",1,450,11,3,630,0.714285714285714
"1670","87-1-2-870507",2,69,11,3,630,0.10952380952381
"1671","87-1-2-870507",12,2,11,3,630,0.00317460317460317
"1672","87-1-2-870513",1,280,17,3,622,0.45016077170418
"1673","87-1-2-870513",2,96,17,3,622,0.154340836012862
"1674","87-1-2-870513",12,0,17,3,622,0
"1675","87-1-2-870519",1,435,23,3,616,0.706168831168831
"1676","87-1-2-870519",2,87,23,3,616,0.141233766233766
"1677","87-1-2-870519",12,8,23,3,616,0.012987012987013
"1678","87-1-2-870526",1,670,29,3,610,1.09836065573771
"1679","87-1-2-870526",2,147,29,3,610,0.240983606557377
"1680","87-1-2-870526",12,18,29,3,610,0.0295081967213115
"1681","87-1-2-870601",1,624,35,3,607,1.02800658978583
"1682","87-1-2-870601",2,505,35,3,607,0.831960461285008
"1683","87-1-2-870601",12,149,35,3,607,0.245469522240527
"1684","87-3-13-870325",1,334,-3,1,640,0.521875
"1685","87-3-13-870325",2,10,-3,1,640,0.015625
"1686","87-3-13-870325",12,5,-3,1,640,0.0078125
"1687","87-3-13-870331",1,393,3,2,629,0.624801271860095
"1688","87-3-13-870331",2,123,3,2,629,0.195548489666137
"1689","87-3-13-870331",12,0,3,2,629,0
"1690","87-3-13-870406",1,186,9,2,718,0.259052924791086
"1691","87-3-13-870406",2,149,9,2,718,0.207520891364903
"1692","87-3-13-870406",12,0,9,2,718,0
"1693","87-3-13-870412",1,160,15,2,708,0.225988700564972
"1694","87-3-13-870412",2,241,15,2,708,0.340395480225989
"1695","87-3-13-870412",12,0,15,2,708,0
"1696","87-3-13-870419",1,209,21,2,656,0.31859756097561
"1697","87-3-13-870419",2,30,21,2,656,0.0457317073170732
"1698","87-3-13-870419",12,0,21,2,656,0
"1699","87-3-13-870424",1,193,27,2,648,0.297839506172839
"1700","87-3-13-870424",2,223,27,2,648,0.344135802469136
"1701","87-3-13-870424",12,0,27,2,648,0
"1702","87-3-13-870430",1,214,6,4,639,0.33489827856025
"1703","87-3-13-870430",2,95,6,4,639,0.148669796557121
"1704","87-3-13-870430",12,0,6,4,639,0
"1705","87-3-13-870506",1,175,12,4,631,0.277337559429477
"1706","87-3-13-870506",2,451,12,4,631,0.714738510301109
"1707","87-3-13-870506",12,65,12,4,631,0.103011093502377
"1708","87-3-12-870324",1,381,9,2,641,0.594383775351014
"1709","87-3-12-870324",2,57,9,2,641,0.0889235569422777
"1710","87-3-12-870324",12,1,9,2,641,0.0015600624024961
"1711","87-3-12-870402",1,253,15,2,625,0.4048
"1712","87-3-12-870402",2,11,15,2,625,0.0176
"1713","87-3-12-870402",12,0,15,2,625,0
"1714","87-3-12-870405",1,339,21,2,720,0.470833333333333
"1715","87-3-12-870405",2,63,21,2,720,0.0875
"1716","87-3-12-870405",12,0,21,2,720,0
"1717","87-3-12-870410",1,364,27,2,711,0.511954992967651
"1718","87-3-12-870410",2,100,27,2,711,0.140646976090014
"1719","87-3-12-870410",12,0,27,2,711,0
"1720","87-3-12-870416",1,225,33,2,701,0.320970042796006
"1721","87-3-12-870416",2,51,33,2,701,0.072753209700428
"1722","87-3-12-870416",12,0,33,2,701,0
"1723","87-3-12-870423",1,399,5,3,650,0.613846153846154
"1724","87-3-12-870423",2,16,5,3,650,0.0246153846153846
"1725","87-3-12-870423",12,0,5,3,650,0
"1726","87-3-12-870429",1,265,11,3,641,0.413416536661466
"1727","87-3-12-870429",2,77,11,3,641,0.1201248049922
"1728","87-3-12-870429",12,6,11,3,641,0.0093603744149766
"1729","87-3-12-870501",1,286,13,3,638,0.448275862068966
"1730","87-3-12-870501",2,110,13,3,638,0.172413793103448
"1731","87-3-12-870501",12,0,13,3,638,0
"1732","87-3-12-870505",1,585,17,3,632,0.925632911392405
"1733","87-3-12-870505",2,181,17,3,632,0.286392405063291
"1734","87-3-12-870505",12,2,17,3,632,0.00316455696202532
"1735","87-3-12-870511",1,390,23,3,625,0.624
"1736","87-3-12-870511",2,211,23,3,625,0.3376
"1737","87-3-12-870511",12,43,23,3,625,0.0688
"1738","87-3-12-870512",1,339,24,3,624,0.543269230769231
"1739","87-3-12-870512",2,411,24,3,624,0.658653846153846
"1740","87-3-12-870512",12,70,24,3,624,0.112179487179487
"1741","87-3-12-870517",1,485,29,3,618,0.784789644012945
"1742","87-3-12-870517",2,67,29,3,618,0.108414239482201
"1743","87-3-12-870517",12,22,29,3,618,0.0355987055016181
"1744","87-3-12-870522",1,86,35,3,613,0.140293637846656
"1745","87-3-12-870522",2,267,35,3,613,0.435562805872757
"1746","87-3-12-870522",12,41,35,3,613,0.066884176182708
"1747","87-3-11-870327",1,515,-27,1,636,0.809748427672956
"1748","87-3-11-870327",2,61,-27,1,636,0.0959119496855346
"1749","87-3-11-870327",12,0,-27,1,636,0
"1750","87-3-11-870401",1,326,-21,1,627,0.51993620414673
"1751","87-3-11-870401",2,179,-21,1,627,0.28548644338118
"1752","87-3-11-870401",12,6,-21,1,627,0.00956937799043062
"1753","87-3-11-870407",1,680,-15,1,716,0.949720670391061
"1754","87-3-11-870407",2,165,-15,1,716,0.230446927374302
"1755","87-3-11-870407",12,19,-15,1,716,0.026536312849162
"1756","87-3-11-870413",1,609,-9,1,706,0.862606232294618
"1757","87-3-11-870413",2,133,-9,1,706,0.188385269121813
"1758","87-3-11-870413",12,60,-9,1,706,0.084985835694051
"1759","87-3-11-870420",1,609,-3,1,655,0.929770992366412
"1760","87-3-11-870420",2,36,-3,1,655,0.0549618320610687
"1761","87-3-11-870420",12,8,-3,1,655,0.0122137404580153
"1762","87-3-11-870426",1,891,6,4,645,1.38139534883721
"1763","87-3-11-870426",2,732,6,4,645,1.13488372093023
"1764","87-3-11-870426",12,5,6,4,645,0.00775193798449612
"1765","85-3-11-850326",1,229,-15,1,638,0.358934169278997
"1766","85-3-11-850326",2,141,-15,1,638,0.221003134796238
"1767","85-3-11-850326",12,34,-15,1,638,0.0532915360501567
"1768","85-3-11-850401",1,373,-9,1,627,0.594896331738437
"1769","85-3-11-850401",2,92,-9,1,627,0.146730462519936
"1770","85-3-11-850401",12,5,-9,1,627,0.00797448165869218
"1771","85-3-11-850407",1,401,-3,1,616,0.650974025974026
"1772","85-3-11-850407",2,12,-3,1,616,0.0194805194805195
"1773","85-3-11-850407",12,13,-3,1,616,0.0211038961038961
"1774","85-3-11-850513",1,332,0,3,622,0.533762057877814
"1775","85-3-11-850513",2,180,0,3,622,0.289389067524116
"1776","85-3-11-850513",12,5,0,3,622,0.00803858520900321
"1777","85-3-11-850413",1,342,3,2,606,0.564356435643564
"1778","85-3-11-850413",2,142,3,2,606,0.234323432343234
"1779","85-3-11-850413",12,0,3,2,606,0
"1780","85-3-11-850519",1,564,5,3,616,0.915584415584416
"1781","85-3-11-850519",2,18,5,3,616,0.0292207792207792
"1782","85-3-11-850519",12,0,5,3,616,0
"1783","85-3-11-850419",1,242,9,2,552,0.438405797101449
"1784","85-3-11-850419",2,19,9,2,552,0.0344202898550725
"1785","85-3-11-850419",12,0,9,2,552,0
"1786","85-3-11-850525",1,647,11,3,611,1.05891980360065
"1787","85-3-11-850525",2,21,11,3,611,0.0343698854337152
"1788","85-3-11-850525",12,0,11,3,611,0
"1789","85-3-11-850425",1,331,15,2,547,0.605118829981719
"1790","85-3-11-850425",2,62,15,2,547,0.113345521023766
"1791","85-3-11-850425",12,0,15,2,547,0
"1792","85-3-11-850531",1,850,17,3,607,1.4003294892916
"1793","85-3-11-850531",2,596,17,3,607,0.981878088962109
"1794","85-3-11-850531",12,336,17,3,607,0.553542009884679
"1795","85-3-11-850501",1,503,21,2,638,0.788401253918495
"1796","85-3-11-850501",2,100,21,2,638,0.156739811912226
"1797","85-3-11-850501",12,0,21,2,638,0
"1798","85-3-11-850606",1,852,23,3,604,1.41059602649007
"1799","85-3-11-850606",2,335,23,3,604,0.554635761589404
"1800","85-3-11-850606",12,88,23,3,604,0.145695364238411
"1801","85-3-11-850507",1,270,27,2,630,0.428571428571429
"1802","85-3-11-850507",2,199,27,2,630,0.315873015873016
"1803","85-3-11-850507",12,0,27,2,630,0
"1804","85-3-11-850612",1,667,29,3,603,1.106135986733
"1805","85-3-11-850612",2,256,29,3,603,0.424543946932007
"1806","85-3-11-850612",12,108,29,3,603,0.17910447761194
"1807","85-3-11-850618",1,663,35,3,603,1.09950248756219
"1808","85-3-11-850618",2,229,35,3,603,0.379767827529022
"1809","85-3-11-850618",12,87,35,3,603,0.144278606965174
