"","ID","SEX","SumAbsent","DAYN","STAGE","SUNT","PercentAbsent"
"1","84-1-1-840406",1,619,-3,1,618,1.00161812297735
"2","84-1-1-840406",2,104,-3,1,618,0.168284789644013
"3","84-1-1-840406",12,9,-3,1,618,0.0145631067961165
"4","84-1-1-840412",1,560,3,2,608,0.921052631578947
"5","84-1-1-840412",12,0,3,2,608,0
"6","84-1-1-840518",1,677,5,3,617,1.09724473257699
"7","84-1-1-840518",2,23,5,3,617,0.0372771474878444
"8","84-1-1-840518",12,1,5,3,617,0.00162074554294976
"9","84-1-1-840418",1,515,9,2,558,0.922939068100358
"10","84-1-1-840418",2,152,9,2,558,0.272401433691756
"11","84-1-1-840418",12,0,9,2,558,0
"12","84-1-1-840524",1,575,11,3,612,0.939542483660131
"13","84-1-1-840524",2,66,11,3,612,0.107843137254902
"14","84-1-1-840524",12,0,11,3,612,0
"15","84-1-1-840424",1,477,15,2,548,0.87043795620438
"16","84-1-1-840424",2,47,15,2,548,0.0857664233576642
"17","84-1-1-840424",12,0,15,2,548,0
"18","84-1-1-840530",1,584,17,3,608,0.960526315789474
"19","84-1-1-840530",2,89,17,3,608,0.146381578947368
"20","84-1-1-840530",12,0,17,3,608,0
"21","84-1-1-840430",1,600,21,2,639,0.938967136150235
"22","84-1-1-840430",2,76,21,2,639,0.118935837245696
"23","84-1-1-840430",12,0,21,2,639,0
"24","84-1-1-840605",1,673,23,3,605,1.11239669421488
"25","84-1-1-840605",2,399,23,3,605,0.659504132231405
"26","84-1-1-840605",12,81,23,3,605,0.133884297520661
"27","84-1-1-840506",1,482,27,2,631,0.763866877971474
"28","84-1-1-840506",2,62,27,2,631,0.098256735340729
"29","84-1-1-840506",12,0,27,2,631,0
"30","84-1-1-840611",1,707,29,3,603,1.17247097844113
"31","84-1-1-840611",2,510,29,3,603,0.845771144278607
"32","84-1-1-840611",12,80,29,3,603,0.132669983416252
"33","84-1-1-840512",1,686,0,3,624,1.09935897435897
"34","84-1-1-840512",2,15,0,3,624,0.0240384615384615
"35","84-1-1-840512",12,0,0,3,624,0
"36","84-1-2-840410",1,468,3,2,611,0.765957446808511
"37","84-1-2-840410",2,103,3,2,611,0.168576104746318
"38","84-1-2-840410",12,0,3,2,611,0
"39","84-1-2-840516",1,479,5,3,619,0.773828756058158
"40","84-1-2-840516",2,13,5,3,619,0.0210016155088853
"41","84-1-2-840516",12,0,5,3,619,0
"42","84-1-2-840416",1,392,9,2,601,0.652246256239601
"43","84-1-2-840416",2,41,9,2,601,0.0682196339434276
"44","84-1-2-840416",12,0,9,2,601,0
"45","84-1-2-840522",1,708,11,3,613,1.15497553017945
"46","84-1-2-840522",2,130,11,3,613,0.212071778140294
"47","84-1-2-840522",12,22,11,3,613,0.0358890701468189
"48","84-1-2-840422",1,435,15,2,551,0.789473684210526
"49","84-1-2-840422",2,2,15,2,551,0.00362976406533575
"50","84-1-2-840422",12,0,15,2,551,0
"51","84-1-2-840528",1,499,17,3,609,0.819376026272578
"52","84-1-2-840528",2,428,17,3,609,0.702791461412151
"53","84-1-2-840528",12,347,17,3,609,0.569786535303777
"54","84-1-2-840428",1,349,21,2,542,0.643911439114391
"55","84-1-2-840428",2,244,21,2,542,0.450184501845018
"56","84-1-2-840428",12,0,21,2,542,0
"57","84-1-2-840603",1,503,23,3,605,0.831404958677686
"58","84-1-2-840603",2,421,23,3,605,0.695867768595041
"59","84-1-2-840603",12,328,23,3,605,0.542148760330578
"60","84-1-2-840504",1,495,27,2,634,0.780757097791798
"61","84-1-2-840504",2,217,27,2,634,0.342271293375394
"62","84-1-2-840504",12,1,27,2,634,0.00157728706624606
"63","84-1-2-840609",1,579,29,3,604,0.958609271523179
"64","84-1-2-840609",2,610,29,3,604,1.00993377483444
"65","84-1-2-840609",12,383,29,3,604,0.634105960264901
"66","84-1-2-840510",1,413,33,2,626,0.659744408945687
"67","84-1-2-840510",2,125,33,2,626,0.199680511182109
"68","84-1-2-840510",12,1,33,2,626,0.00159744408945687
"69","84-1-2-840615",1,857,35,3,603,1.4212271973466
"70","84-1-2-840615",2,570,35,3,603,0.945273631840796
"71","84-1-2-840615",12,194,35,3,603,0.321724709784411
"72","84-1-3-840407",1,476,-3,1,616,0.772727272727273
"73","84-1-3-840407",12,0,-3,1,616,0
"74","84-1-3-840413",1,314,3,2,606,0.518151815181518
"75","84-1-3-840413",2,102,3,2,606,0.168316831683168
"76","84-1-3-840413",12,0,3,2,606,0
"77","84-1-3-840519",1,555,5,3,616,0.900974025974026
"78","84-1-3-840519",2,70,5,3,616,0.113636363636364
"79","84-1-3-840519",12,11,5,3,616,0.0178571428571429
"80","84-1-3-840419",1,461,9,2,556,0.829136690647482
"81","84-1-3-840419",2,175,9,2,556,0.314748201438849
"82","84-1-3-840419",12,0,9,2,556,0
"83","84-1-3-840525",1,567,11,3,611,0.927986906710311
"84","84-1-3-840525",2,374,11,3,611,0.612111292962357
"85","84-1-3-840525",12,223,11,3,611,0.364975450081833
"86","84-1-3-840425",1,589,15,2,547,1.07678244972578
"87","84-1-3-840425",12,0,15,2,547,0
"88","84-1-3-840531",1,438,17,3,607,0.72158154859967
"89","84-1-3-840531",2,398,17,3,607,0.655683690280066
"90","84-1-3-840531",12,12,17,3,607,0.0197693574958814
"91","84-1-3-840501",1,240,21,2,638,0.376175548589342
"92","84-1-3-840501",2,268,21,2,638,0.420062695924765
"93","84-1-3-840501",12,0,21,2,638,0
"94","84-1-3-840606",1,399,23,3,604,0.660596026490066
"95","84-1-3-840606",2,260,23,3,604,0.43046357615894
"96","84-1-3-840606",12,113,23,3,604,0.187086092715232
"97","84-1-3-840507",1,327,27,2,630,0.519047619047619
"98","84-1-3-840507",2,222,27,2,630,0.352380952380952
"99","84-1-3-840507",12,3,27,2,630,0.00476190476190476
"100","84-1-3-840612",1,766,29,3,603,1.27031509121061
"101","84-1-3-840612",2,210,29,3,603,0.348258706467662
"102","84-1-3-840612",12,0,29,3,603,0
"103","84-1-3-840513",1,426,33,2,622,0.684887459807074
"104","84-1-3-840513",2,40,33,2,622,0.0643086816720257
"105","84-1-3-840513",12,0,33,2,622,0
"106","84-1-3-840618",1,679,35,3,603,1.12603648424544
"107","84-1-3-840618",2,553,35,3,603,0.917081260364842
"108","84-1-3-840618",12,186,35,3,603,0.308457711442786
"109","84-1-4-840509",1,581,0,3,627,0.926634768740032
"110","84-1-4-840509",2,64,0,3,627,0.10207336523126
"111","84-1-4-840509",12,1,0,3,627,0.00159489633173844
"112","84-1-4-840409",1,285,3,2,613,0.464926590538336
"113","84-1-4-840409",2,43,3,2,613,0.0701468189233279
"114","84-1-4-840409",12,0,3,2,613,0
"115","84-1-4-840513",1,276,5,3,622,0.443729903536977
"116","84-1-4-840513",2,18,5,3,622,0.0289389067524116
"117","84-1-4-840513",12,0,5,3,622,0
"118","84-1-4-840415",1,520,9,2,603,0.862354892205638
"119","84-1-4-840415",2,139,9,2,603,0.230514096185738
"120","84-1-4-840415",12,0,9,2,603,0
"121","84-1-4-840521",1,581,11,3,614,0.946254071661238
"122","84-1-4-840521",2,133,11,3,614,0.216612377850163
"123","84-1-4-840521",12,85,11,3,614,0.138436482084691
"124","84-1-4-840421",1,572,15,2,553,1.03435804701627
"125","84-1-4-840421",2,126,15,2,553,0.227848101265823
"126","84-1-4-840421",12,0,15,2,553,0
"127","84-1-4-840527",1,666,17,3,610,1.09180327868852
"128","84-1-4-840527",2,59,17,3,610,0.0967213114754098
"129","84-1-4-840527",12,0,17,3,610,0
"130","84-1-4-840427",1,405,21,2,544,0.744485294117647
"131","84-1-4-840427",2,127,21,2,544,0.233455882352941
"132","84-1-4-840427",12,0,21,2,544,0
"133","84-1-4-840602",1,551,23,3,606,0.909240924092409
"134","84-1-4-840602",2,96,23,3,606,0.158415841584158
"135","84-1-4-840602",12,39,23,3,606,0.0643564356435644
"136","84-1-4-840503",1,424,27,2,635,0.667716535433071
"137","84-1-4-840503",2,260,27,2,635,0.409448818897638
"138","84-1-4-840503",12,0,27,2,635,0
"139","84-1-4-840608",1,717,29,3,604,1.18708609271523
"140","84-1-4-840608",2,100,29,3,604,0.165562913907285
"141","84-1-4-840608",12,13,29,3,604,0.021523178807947
"142","84-1-4-840614",1,718,35,3,603,1.19071310116086
"143","84-1-4-840614",2,408,35,3,603,0.676616915422886
"144","84-1-4-840614",12,204,35,3,603,0.338308457711443
"145","84-2-5-840416",1,768,3,2,601,1.27787021630616
"146","84-2-5-840416",2,2,3,2,601,0.00332778702163062
"147","84-2-5-840416",12,0,3,2,601,0
"148","84-2-5-840522",1,574,5,3,613,0.936378466557912
"149","84-2-5-840522",2,21,5,3,613,0.034257748776509
"150","84-2-5-840522",12,22,5,3,613,0.0358890701468189
"151","84-2-5-840422",1,179,9,2,551,0.32486388384755
"152","84-2-5-840422",2,60,9,2,551,0.108892921960073
"153","84-2-5-840422",12,0,9,2,551,0
"154","84-2-5-840528",1,435,11,3,609,0.714285714285714
"155","84-2-5-840528",12,0,11,3,609,0
"156","84-2-5-840428",1,228,15,2,542,0.420664206642066
"157","84-2-5-840428",2,27,15,2,542,0.0498154981549815
"158","84-2-5-840428",12,0,15,2,542,0
"159","84-2-5-840603",1,616,17,3,605,1.01818181818182
"160","84-2-5-840603",2,246,17,3,605,0.406611570247934
"161","84-2-5-840603",12,119,17,3,605,0.196694214876033
"162","84-2-5-840504",1,202,21,2,634,0.318611987381703
"163","84-2-5-840504",2,179,21,2,634,0.282334384858044
"164","84-2-5-840504",12,0,21,2,634,0
"165","84-2-5-840609",1,436,23,3,604,0.721854304635762
"166","84-2-5-840609",2,363,23,3,604,0.600993377483444
"167","84-2-5-840609",12,40,23,3,604,0.0662251655629139
"168","84-2-5-840510",1,372,27,2,626,0.594249201277955
"169","84-2-5-840510",2,26,27,2,626,0.0415335463258786
"170","84-2-5-840510",12,1,27,2,626,0.00159744408945687
"171","84-2-5-840615",1,476,29,3,603,0.7893864013267
"172","84-2-5-840615",2,632,29,3,603,1.04809286898839
"173","84-2-5-840615",12,440,29,3,603,0.729684908789386
"174","84-2-5-840516",1,378,33,2,619,0.610662358642973
"175","84-2-5-840516",12,0,33,2,619,0
"176","84-2-6-840427",1,525,0,3,544,0.965073529411765
"177","84-2-6-840427",2,77,0,3,544,0.141544117647059
"178","84-2-6-840427",12,1,0,3,544,0.00183823529411765
"179","84-2-6-840503",1,648,5,3,635,1.02047244094488
"180","84-2-6-840503",2,28,5,3,635,0.0440944881889764
"181","84-2-6-840503",12,0,5,3,635,0
"182","84-2-6-840509",1,681,11,3,627,1.08612440191388
"183","84-2-6-840509",2,13,11,3,627,0.0207336523125997
"184","84-2-6-840509",12,0,11,3,627,0
"185","84-2-6-840515",1,263,17,3,620,0.424193548387097
"186","84-2-6-840515",2,151,17,3,620,0.243548387096774
"187","84-2-6-840515",12,24,17,3,620,0.0387096774193548
"188","84-2-6-840415",1,505,21,2,603,0.837479270315091
"189","84-2-6-840415",2,234,21,2,603,0.388059701492537
"190","84-2-6-840415",12,0,21,2,603,0
"191","84-2-6-840521",1,419,23,3,614,0.682410423452769
"192","84-2-6-840521",2,59,23,3,614,0.0960912052117264
"193","84-2-6-840521",12,0,23,3,614,0
"194","84-2-6-840421",1,357,27,2,553,0.645569620253165
"195","84-2-6-840421",2,70,27,2,553,0.126582278481013
"196","84-2-6-840421",12,0,27,2,553,0
"197","84-2-6-840527",1,558,29,3,610,0.914754098360656
"198","84-2-6-840527",2,352,29,3,610,0.577049180327869
"199","84-2-6-840527",12,76,29,3,610,0.124590163934426
"200","84-2-6-840602",1,246,35,3,606,0.405940594059406
"201","84-2-6-840602",2,204,35,3,606,0.336633663366337
"202","84-2-6-840602",12,1,35,3,606,0.00165016501650165
"203","84-2-7-840507",1,494,5,3,630,0.784126984126984
"204","84-2-7-840507",2,176,5,3,630,0.279365079365079
"205","84-2-7-840507",12,0,5,3,630,0
"206","84-2-7-840407",1,418,9,2,616,0.678571428571429
"207","84-2-7-840407",2,37,9,2,616,0.0600649350649351
"208","84-2-7-840407",12,0,9,2,616,0
"209","84-2-7-840515",1,456,11,3,620,0.735483870967742
"210","84-2-7-840515",2,55,11,3,620,0.0887096774193548
"211","84-2-7-840515",12,0,11,3,620,0
"212","84-2-7-840413",1,556,15,2,606,0.917491749174917
"213","84-2-7-840413",2,220,15,2,606,0.363036303630363
"214","84-2-7-840413",12,0,15,2,606,0
"215","84-2-7-840519",1,509,17,3,616,0.826298701298701
"216","84-2-7-840519",2,497,17,3,616,0.806818181818182
"217","84-2-7-840519",12,169,17,3,616,0.274350649350649
"218","84-2-7-840419",1,476,21,2,556,0.856115107913669
"219","84-2-7-840419",12,0,21,2,556,0
"220","84-2-7-840525",1,558,23,3,611,0.913256955810147
"221","84-2-7-840525",2,682,23,3,611,1.11620294599018
"222","84-2-7-840525",12,391,23,3,611,0.639934533551555
"223","84-2-7-840425",1,440,27,2,547,0.804387568555759
"224","84-2-7-840425",2,115,27,2,547,0.210237659963437
"225","84-2-7-840425",12,0,27,2,547,0
"226","84-2-7-840531",1,821,29,3,607,1.35255354200988
"227","84-2-7-840531",2,435,29,3,607,0.7166392092257
"228","84-2-7-840531",12,211,29,3,607,0.347611202635914
"229","84-2-7-840501",1,354,33,2,638,0.554858934169279
"230","84-2-7-840501",2,85,33,2,638,0.133228840125392
"231","84-2-7-840501",12,0,33,2,638,0
"232","84-2-7-840606",1,418,35,3,604,0.69205298013245
"233","84-2-7-840606",2,328,35,3,604,0.543046357615894
"234","84-2-7-840606",12,92,35,3,604,0.152317880794702
"235","84-2-8-840512",1,715,5,3,624,1.14583333333333
"236","84-2-8-840512",12,0,5,3,624,0
"237","84-2-8-840518",1,356,11,3,617,0.576985413290113
"238","84-2-8-840518",2,206,11,3,617,0.33387358184765
"239","84-2-8-840518",12,22,11,3,617,0.0356564019448947
"240","84-2-8-840524",1,596,17,3,612,0.973856209150327
"241","84-2-8-840524",2,317,17,3,612,0.51797385620915
"242","84-2-8-840524",12,82,17,3,612,0.133986928104575
"243","84-2-8-840424",1,289,21,2,548,0.527372262773723
"244","84-2-8-840424",12,0,21,2,548,0
"245","84-2-8-840530",1,487,23,3,608,0.800986842105263
"246","84-2-8-840530",2,256,23,3,608,0.421052631578947
"247","84-2-8-840530",12,0,23,3,608,0
"248","84-2-8-840430",1,245,27,2,639,0.383411580594679
"249","84-2-8-840430",2,27,27,2,639,0.0422535211267606
"250","84-2-8-840430",12,0,27,2,639,0
"251","84-2-8-840605",1,667,29,3,605,1.10247933884298
"252","84-2-8-840605",2,220,29,3,605,0.363636363636364
"253","84-2-8-840605",12,154,29,3,605,0.254545454545455
"254","84-2-8-840506",1,514,33,2,631,0.814580031695721
"255","84-2-8-840506",12,0,33,2,631,0
"256","84-2-8-840611",1,642,35,3,603,1.06467661691542
"257","84-2-8-840611",2,96,35,3,603,0.159203980099502
"258","84-2-8-840611",12,0,35,3,603,0
"259","85-1-1-850325",1,585,-9,1,640,0.9140625
"260","85-1-1-850325",2,43,-9,1,640,0.0671875
"261","85-1-1-850325",12,0,-9,1,640,0
"262","85-1-1-850331",1,557,-3,1,629,0.885532591414944
"263","85-1-1-850331",2,144,-3,1,629,0.228934817170111
"264","85-1-1-850331",12,0,-3,1,629,0
"265","85-1-1-850406",1,395,3,2,618,0.63915857605178
"266","85-1-1-850406",2,139,3,2,618,0.224919093851133
"267","85-1-1-850406",12,95,3,2,618,0.153721682847896
"268","85-1-1-850512",1,639,5,3,624,1.02403846153846
"269","85-1-1-850512",2,45,5,3,624,0.0721153846153846
"270","85-1-1-850512",12,0,5,3,624,0
"271","85-1-1-850412",1,355,9,2,608,0.583881578947368
"272","85-1-1-850412",2,195,9,2,608,0.320723684210526
"273","85-1-1-850412",12,0,9,2,608,0
"274","85-1-1-850518",1,767,11,3,617,1.24311183144246
"275","85-1-1-850518",2,12,11,3,617,0.0194489465153971
"276","85-1-1-850518",12,0,11,3,617,0
"277","85-1-1-850418",1,273,15,2,558,0.489247311827957
"278","85-1-1-850418",2,162,15,2,558,0.290322580645161
"279","85-1-1-850418",12,0,15,2,558,0
"280","85-1-1-850524",1,872,17,3,612,1.42483660130719
"281","85-1-1-850524",2,455,17,3,612,0.743464052287582
"282","85-1-1-850524",12,110,17,3,612,0.179738562091503
"283","85-1-1-850424",1,401,21,2,548,0.731751824817518
"284","85-1-1-850424",2,94,21,2,548,0.171532846715328
"285","85-1-1-850424",12,0,21,2,548,0
"286","85-1-1-850530",1,672,23,3,608,1.10526315789474
"287","85-1-1-850530",2,263,23,3,608,0.432565789473684
"288","85-1-1-850530",12,117,23,3,608,0.192434210526316
"289","85-1-1-850430",1,382,27,2,639,0.597809076682316
"290","85-1-1-850430",2,71,27,2,639,0.111111111111111
"291","85-1-1-850430",12,0,27,2,639,0
"292","85-1-1-850605",1,861,29,3,605,1.42314049586777
"293","85-1-1-850605",2,286,29,3,605,0.472727272727273
"294","85-1-1-850605",12,66,29,3,605,0.109090909090909
"295","85-1-1-850506",1,515,33,2,631,0.816164817749604
"296","85-1-1-850506",2,94,33,2,631,0.148969889064976
"297","85-1-1-850506",12,0,33,2,631,0
"298","85-1-1-850611",1,700,35,3,603,1.16086235489221
"299","85-1-1-850611",2,590,35,3,603,0.978441127694859
"300","85-1-1-850611",12,176,35,3,603,0.291873963515755
"301","85-1-2-850328",1,421,-9,1,634,0.66403785488959
"302","85-1-2-850328",2,179,-9,1,634,0.282334384858044
"303","85-1-2-850328",12,0,-9,1,634,0
"304","85-1-2-850403",1,381,-3,1,623,0.611556982343499
"305","85-1-2-850403",2,37,-3,1,623,0.0593900481540931
"306","85-1-2-850403",12,0,-3,1,623,0
"307","85-1-2-850509",1,484,0,3,627,0.771929824561403
"308","85-1-2-850509",2,11,0,3,627,0.0175438596491228
"309","85-1-2-850509",12,0,0,3,627,0
"310","85-1-2-850409",1,247,3,2,613,0.402936378466558
"311","85-1-2-850409",2,75,3,2,613,0.122349102773246
"312","85-1-2-850409",12,0,3,2,613,0
"313","85-1-2-850515",1,615,5,3,620,0.991935483870968
"314","85-1-2-850515",2,73,5,3,620,0.117741935483871
"315","85-1-2-850515",12,52,5,3,620,0.0838709677419355
"316","85-1-2-850415",1,319,9,2,603,0.529021558872305
"317","85-1-2-850415",2,118,9,2,603,0.195688225538972
"318","85-1-2-850415",12,37,9,2,603,0.0613598673300166
"319","85-1-2-850521",1,689,11,3,614,1.12214983713355
"320","85-1-2-850521",2,55,11,3,614,0.0895765472312704
"321","85-1-2-850521",12,5,11,3,614,0.00814332247557003
"322","85-1-2-850421",1,596,15,2,553,1.07775768535262
"323","85-1-2-850421",2,62,15,2,553,0.112115732368897
"324","85-1-2-850421",12,0,15,2,553,0
"325","85-1-2-850527",1,639,17,3,610,1.04754098360656
"326","85-1-2-850527",2,241,17,3,610,0.395081967213115
"327","85-1-2-850527",12,69,17,3,610,0.113114754098361
"328","85-1-2-850427",1,598,21,2,544,1.09926470588235
"329","85-1-2-850427",2,54,21,2,544,0.0992647058823529
"330","85-1-2-850427",12,0,21,2,544,0
"331","85-1-2-850602",1,792,23,3,606,1.30693069306931
"332","85-1-2-850602",2,578,23,3,606,0.953795379537954
"333","85-1-2-850602",12,394,23,3,606,0.65016501650165
"334","85-1-2-850503",1,280,27,2,635,0.440944881889764
"335","85-1-2-850503",2,236,27,2,635,0.371653543307087
"336","85-1-2-850503",12,0,27,2,635,0
"337","85-1-2-850608",1,803,29,3,604,1.3294701986755
"338","85-1-2-850608",2,414,29,3,604,0.685430463576159
"339","85-1-2-850608",12,74,29,3,604,0.122516556291391
"340","85-1-3-850329",1,481,-15,1,632,0.761075949367089
"341","85-1-3-850329",2,67,-15,1,632,0.106012658227848
"342","85-1-3-850329",12,44,-15,1,632,0.069620253164557
"343","85-1-3-850404",1,382,-9,1,622,0.614147909967846
"344","85-1-3-850404",2,57,-9,1,622,0.0916398713826367
"345","85-1-3-850404",12,15,-9,1,622,0.0241157556270096
"346","85-1-3-850410",1,201,-3,1,611,0.328968903436989
"347","85-1-3-850410",2,2,-3,1,611,0.00327332242225859
"348","85-1-3-850410",12,0,-3,1,611,0
"349","85-1-3-850416",1,317,3,2,601,0.527454242928453
"350","85-1-3-850416",2,194,3,2,601,0.32279534109817
"351","85-1-3-850416",12,2,3,2,601,0.00332778702163062
"352","85-1-3-850522",1,675,5,3,613,1.10114192495922
"353","85-1-3-850522",2,27,5,3,613,0.0440456769983687
"354","85-1-3-850522",12,0,5,3,613,0
"355","85-1-3-850422",1,229,9,2,551,0.415607985480944
"356","85-1-3-850422",2,211,9,2,551,0.382940108892922
"357","85-1-3-850422",12,0,9,2,551,0
"358","85-1-3-850428",1,278,15,2,642,0.433021806853583
"359","85-1-3-850428",2,136,15,2,642,0.21183800623053
"360","85-1-3-850428",12,0,15,2,642,0
"361","85-1-3-850504",1,213,21,2,634,0.33596214511041
"362","85-1-3-850504",2,127,21,2,634,0.200315457413249
"363","85-1-3-850504",12,0,21,2,634,0
"364","85-1-3-850510",1,173,27,2,626,0.276357827476038
"365","85-1-3-850510",2,158,27,2,626,0.252396166134185
"366","85-1-3-850510",12,0,27,2,626,0
"367","85-1-3-850516",1,239,33,2,619,0.38610662358643
"368","85-1-3-850516",2,116,33,2,619,0.187399030694669
"369","85-1-3-850516",12,0,33,2,619,0
"370","85-1-4-850326",1,507,-3,1,638,0.794670846394984
"371","85-1-4-850326",2,34,-3,1,638,0.0532915360501567
"372","85-1-4-850326",12,1,-3,1,638,0.00156739811912226
"373","85-1-4-850401",1,688,3,2,627,1.09728867623604
"374","85-1-4-850401",12,0,3,2,627,0
"375","85-1-4-850507",1,706,5,3,630,1.12063492063492
"376","85-1-4-850507",2,18,5,3,630,0.0285714285714286
"377","85-1-4-850507",12,0,5,3,630,0
"378","85-1-4-850407",1,398,9,2,616,0.646103896103896
"379","85-1-4-850407",2,18,9,2,616,0.0292207792207792
"380","85-1-4-850407",12,0,9,2,616,0
"381","85-1-4-850513",1,654,11,3,622,1.05144694533762
"382","85-1-4-850513",12,0,11,3,622,0
"383","85-1-4-850413",1,539,15,2,606,0.889438943894389
"384","85-1-4-850413",2,9,15,2,606,0.0148514851485149
"385","85-1-4-850413",12,0,15,2,606,0
"386","85-1-4-850519",1,647,17,3,616,1.05032467532468
"387","85-1-4-850519",2,429,17,3,616,0.696428571428571
"388","85-1-4-850519",12,77,17,3,616,0.125
"389","85-1-4-850419",1,379,21,2,556,0.681654676258993
"390","85-1-4-850419",2,2,21,2,556,0.00359712230215827
"391","85-1-4-850419",12,0,21,2,556,0
"392","85-1-4-850525",1,631,23,3,611,1.03273322422259
"393","85-1-4-850525",2,361,23,3,611,0.590834697217676
"394","85-1-4-850525",12,30,23,3,611,0.0490998363338789
"395","85-1-4-850425",1,491,27,2,547,0.897623400365631
"396","85-1-4-850425",2,120,27,2,547,0.219378427787934
"397","85-1-4-850425",12,30,27,2,547,0.0548446069469835
"398","85-1-4-850531",1,894,29,3,607,1.47281713344316
"399","85-1-4-850531",2,509,29,3,607,0.838550247116969
"400","85-1-4-850531",12,147,29,3,607,0.242174629324547
"401","85-1-4-850501",1,371,33,2,638,0.581504702194357
"402","85-1-4-850501",2,4,33,2,638,0.00626959247648903
"403","85-1-4-850501",12,0,33,2,638,0
"404","85-1-4-850606",1,834,35,3,604,1.38079470198676
"405","85-1-4-850606",2,271,35,3,604,0.448675496688742
"406","85-1-4-850606",12,48,35,3,604,0.0794701986754967
"407","85-2-5-850325",1,407,-21,1,640,0.6359375
"408","85-2-5-850325",2,58,-21,1,640,0.090625
"409","85-2-5-850325",12,5,-21,1,640,0.0078125
"410","85-2-5-850331",1,634,-15,1,629,1.00794912559618
"411","85-2-5-850331",2,55,-15,1,629,0.0874403815580286
"412","85-2-5-850331",12,7,-15,1,629,0.0111287758346582
"413","85-2-5-850406",1,404,-9,1,618,0.653721682847896
"414","85-2-5-850406",12,0,-9,1,618,0
"415","85-2-5-850412",1,563,-3,1,608,0.925986842105263
"416","85-2-5-850412",12,0,-3,1,608,0
"417","85-2-5-850518",1,143,0,3,617,0.231766612641815
"418","85-2-5-850518",2,75,0,3,617,0.121555915721232
"419","85-2-5-850518",12,0,0,3,617,0
"420","85-2-5-850418",1,352,3,2,558,0.630824372759857
"421","85-2-5-850418",2,76,3,2,558,0.136200716845878
"422","85-2-5-850418",12,0,3,2,558,0
"423","85-2-5-850524",1,535,5,3,612,0.874183006535948
"424","85-2-5-850524",2,60,5,3,612,0.0980392156862745
"425","85-2-5-850524",12,0,5,3,612,0
"426","85-2-5-850424",1,444,9,2,548,0.81021897810219
"427","85-2-5-850424",2,274,9,2,548,0.5
"428","85-2-5-850424",12,1,9,2,548,0.00182481751824818
"429","85-2-5-850530",1,615,11,3,608,1.01151315789474
"430","85-2-5-850530",2,280,11,3,608,0.460526315789474
"431","85-2-5-850530",12,131,11,3,608,0.215460526315789
"432","85-2-5-850430",1,363,15,2,639,0.568075117370892
"433","85-2-5-850430",12,0,15,2,639,0
"434","85-2-5-850605",1,661,17,3,605,1.09256198347107
"435","85-2-5-850605",2,558,17,3,605,0.922314049586777
"436","85-2-5-850605",12,76,17,3,605,0.125619834710744
"437","85-2-5-850506",1,277,21,2,631,0.438985736925515
"438","85-2-5-850506",2,319,21,2,631,0.505546751188589
"439","85-2-5-850506",12,0,21,2,631,0
"440","85-2-5-850611",1,548,23,3,603,0.908789386401327
"441","85-2-5-850611",2,541,23,3,603,0.897180762852405
"442","85-2-5-850611",12,258,23,3,603,0.427860696517413
"443","85-2-5-850512",1,272,27,2,624,0.435897435897436
"444","85-2-5-850512",2,105,27,2,624,0.168269230769231
"445","85-2-5-850512",12,0,27,2,624,0
"446","85-2-5-850617",1,506,29,3,603,0.839137645107794
"447","85-2-5-850617",2,686,29,3,603,1.13764510779436
"448","85-2-5-850617",12,231,29,3,603,0.383084577114428
"449","85-2-6-850328",1,329,-9,1,634,0.518927444794953
"450","85-2-6-850328",2,635,-9,1,634,1.00157728706625
"451","85-2-6-850328",12,178,-9,1,634,0.280757097791798
"452","85-2-6-850403",1,566,-3,1,623,0.908507223113965
"453","85-2-6-850403",12,0,-3,1,623,0
"454","85-2-6-850409",1,420,3,2,613,0.685154975530179
"455","85-2-6-850409",12,0,3,2,613,0
"456","85-2-6-850515",1,607,5,3,620,0.979032258064516
"457","85-2-6-850515",2,9,5,3,620,0.0145161290322581
"458","85-2-6-850515",12,0,5,3,620,0
"459","85-2-6-850415",1,559,9,2,603,0.927031509121061
"460","85-2-6-850415",2,21,9,2,603,0.0348258706467662
"461","85-2-6-850415",12,0,9,2,603,0
"462","85-2-6-850521",1,428,11,3,614,0.697068403908795
"463","85-2-6-850521",2,83,11,3,614,0.135179153094463
"464","85-2-6-850521",12,46,11,3,614,0.0749185667752443
"465","85-2-6-850421",1,321,15,2,553,0.580470162748644
"466","85-2-6-850421",2,75,15,2,553,0.135623869801085
"467","85-2-6-850421",12,0,15,2,553,0
"468","85-2-6-850527",1,343,17,3,610,0.562295081967213
"469","85-2-6-850527",2,205,17,3,610,0.336065573770492
"470","85-2-6-850527",12,56,17,3,610,0.0918032786885246
"471","85-2-6-850427",1,561,21,2,544,1.03125
"472","85-2-6-850427",12,0,21,2,544,0
"473","85-2-6-850602",1,808,23,3,606,1.33333333333333
"474","85-2-6-850602",2,610,23,3,606,1.00660066006601
"475","85-2-6-850602",12,331,23,3,606,0.546204620462046
"476","85-2-6-850503",1,567,27,2,635,0.892913385826772
"477","85-2-6-850503",2,160,27,2,635,0.251968503937008
"478","85-2-6-850503",12,0,27,2,635,0
"479","85-2-6-850608",1,810,29,3,604,1.34105960264901
"480","85-2-6-850608",2,786,29,3,604,1.30132450331126
"481","85-2-6-850608",12,371,29,3,604,0.614238410596026
